N,rv,rg,z,time,interaction_type,id_merger,mass_merger,id1,m1,id2,m2,id3,m3,id4,m4,r,typem,type1,type2,type3,type4,b[RSUN],vinf[km/s]
16.0,0.5,2.0,0.02,29.5701985872,disrupt2,2556646,7.27956,2556646,14.9935,2264180,7.27953,0.227348,14,2,14
16.0,0.5,2.0,0.02,2457.51429672,disrupt2,2436327,7.57729,2436327,0.408753,1775423,7.57729,0.240809,14,7,14
16.0,0.5,2.0,0.02,10565.990959199999,disrupt1,2037225,5.83492,2037225,2.00191,1680004,5.83492,0.0425879,14,6,14
16.0,0.5,20.0,0.02,7.935907330559999,disrupt1,1620445,7.25427,1620445,28.4732,1753590,7.25426,0.177694,14,2,14
16.0,0.5,20.0,0.02,8304.56410488,disrupt1,2251245,6.31701,2251245,1.83518,1963872,6.31701,0.0801236,14,6,14
16.0,0.5,20.0,0.02,8345.9220156,disrupt1,2138448,7.77565,2138448,4.34427,1900165,7.77565,0.0852417,14,6,14
16.0,0.5,20.0,0.02,9946.772112,disrupt1,2497460,5.98639,2497460,1.89676,1729506,5.98639,0.0482864,14,6,14
16.0,0.5,20.0,0.02,12646.622892,disrupt2,1792484,9.0078,1792484,3.54527,959758,9.0078,0.0270968,14,6,14
16.0,0.5,20.0,0.02,12783.8044992,disrupt1,2911597,9.05525,2911597,2.1101,1792484,9.05525,0.0443834,14,6,14
16.0,0.5,8.0,0.02,4782.9150108,disrupt1,2903173,6.72439,2903173,1.80175,1742515,6.72439,0.123702,14,6,14
16.0,0.5,8.0,0.02,8422.172346719999,disrupt1,1770482,5.98896,1770482,2.05485,2188964,5.98896,0.14785,14,6,14
16.0,0.5,8.0,0.02,10153.473218399999,disrupt2,2080248,5.98896,2080248,2.02589,1770482,5.98896,0.186838,14,6,14
16.0,0.5,8.0,0.02,11522.724321599999,disrupt2,1832391,6.92743,1832391,2.68532,1732514,6.92743,0.0148589,14,6,14
16.0,0.5,8.0,0.02,12149.3727336,disrupt2,1869278,6.16123,1869278,0.967022,1863772,6.16123,0.0136134,14,9,14
16.0,0.5,8.0,0.02,12624.6879864,disrupt2,1903756,6.16124,1903756,8.90783,1869282,6.16124,0.0400328,14,3,14
16.0,1.0,2.0,0.0002,11.0264667156,disrupt2,1672963,8.4843,1672963,36.1921,226925,8.44958,0.279391,14,4,14
16.0,1.0,2.0,0.0002,11.99420887,disrupt2,1634737,7.61998,1634737,34.7074,728692,7.61966,0.981726,14,4,14
16.0,1.0,2.0,0.0002,13.845762485799998,disrupt2,1641864,8.46012,1641864,29.0225,1556663,8.46007,1.26797,14,4,14
16.0,1.0,2.0,0.002,8.022998736199998,disrupt2,1637881,9.98385,1637881,50.9773,1395896,9.98209,0.306053,14,2,14
16.0,1.0,2.0,0.002,8.266435270799999,disrupt2,1649214,8.2557,1649214,49.2616,270802,8.25409,0.96744,14,2,14
16.0,1.0,2.0,0.002,9.8520624286,disrupt2,1679434,8.29393,1679434,40.5768,248774,8.29392,0.143596,14,2,14
16.0,1.0,2.0,0.002,11.373171775,disrupt2,1615806,7.7894,1615806,34.6249,1529452,7.78938,1.89416,14,2,14
16.0,1.0,2.0,0.002,14.190916516,disrupt2,1648767,7.77687,1648767,26.4465,241647,7.7768,0.186686,14,2,14
16.0,1.0,2.0,0.002,17.7625865312,disrupt2,2408520,7.76458,2408520,27.2409,704512,7.76343,0.355956,14,4,14
16.0,1.0,20.0,0.0002,10.9675025894,disrupt2,1672963,8.30122,1672963,37.4713,226925,8.30121,0.0896784,14,4,14
16.0,1.0,20.0,0.0002,11.3412505934,disrupt2,1654618,7.74072,1654618,36.6483,1244566,7.74071,0.460309,14,4,14
16.0,1.0,20.0,0.0002,11.646978461999998,disrupt2,1643041,6.40171,1643041,34.8283,1484163,6.40161,1.19289,14,4,14
16.0,1.0,20.0,0.0002,11.716899859,disrupt2,1666363,6.15356,1666363,34.6961,429479,6.15356,0.150177,14,4,14
16.0,1.0,20.0,0.0002,11.912604720799997,disrupt2,1634737,7.50776,1634737,34.8394,728692,7.50773,2.05245,14,4,14
16.0,1.0,20.0,0.0002,11.912604720799997,disrupt2,1615806,6.43362,1615806,34.0169,1529452,6.43352,53.1658,14,4,14
16.0,1.0,20.0,0.0002,12.1754791536,disrupt2,1608961,8.03619,1608961,33.7461,1058998,8.03619,0.779015,14,4,14
16.0,1.0,20.0,0.0002,13.5529181662,disrupt2,1632918,8.4168,1632918,29.6266,185177,8.41678,0.139957,14,4,14
16.0,1.0,20.0,0.0002,13.5529181662,disrupt2,1678996,2.29287,1678996,30.6778,581230,2.29286,0.442358,14,4,14
