N,rv,rg,z,time,interaction_type,idr,mr,id1,m1,id2,m2,r,typer,type1,type2
16.0,4.0,2.0,0.002,13.5336338856,disrupt2,1666400,14.3704,1048472,8.07906,1666400,10.4072,1.08073,14,14,7
16.0,4.0,2.0,0.002,14.2873747902,disrupt2,1629956,13.8865,1072913,7.91609,1629956,9.85922,0.671165,14,14,7
16.0,4.0,2.0,0.02,9.0254379276,disrupt2,1672313,11.0326,359834,8.0601,1672313,12.3958,0.436516,14,14,7
16.0,4.0,2.0,0.02,9.0254379276,disrupt2,1628074,12.2588,325363,6.21685,1628074,11.1109,1.60917,14,14,7
16.0,4.0,20.0,0.0002,10.560578117399999,disrupt2,1634737,7.7026,728692,7.70186,1634737,34.7423,2.27633,14,14,4
16.0,4.0,20.0,0.0002,10.7814248829,disrupt2,1610587,12.0259,996750,12.0255,1610587,37.8538,0.57961,14,14,4
16.0,4.0,20.0,0.0002,12.0411420381,disrupt2,1609579,16.237,682089,8.41706,1609579,13.614,0.357471,14,14,7
16.0,4.0,20.0,0.0002,12.0411420381,disrupt2,1617434,10.2532,1071953,10.2521,1617434,33.1257,2.49244,14,14,4
16.0,4.0,20.0,0.0002,12.763321968599998,disrupt2,1631844,7.90832,614367,7.90757,1631844,32.2609,0.933885,14,14,4
16.0,4.0,20.0,0.0002,12.763321968599998,disrupt2,1634509,7.73388,442173,7.73296,1634509,32.8397,1.22846,14,14,4
16.0,4.0,20.0,0.0002,13.8055345794,disrupt2,1624763,2.27275,513657,2.27242,1624763,30.8056,0.227292,14,14,4
16.0,4.0,20.0,0.0002,13.8055345794,disrupt2,1678996,2.32354,581230,2.32319,1678996,30.6267,0.653703,14,14,4
16.0,4.0,20.0,0.0002,14.696386602299999,disrupt2,1635032,14.2627,744761,8.17078,1635032,11.3149,0.632684,14,14,7
16.0,4.0,20.0,0.0002,14.696386602299999,disrupt2,1641864,8.52889,1556663,8.52852,1641864,28.9608,4.26105,14,14,4
16.0,4.0,20.0,0.0002,15.2376062742,disrupt2,1648767,6.47979,241647,6.47941,1648767,25.6785,0.470931,14,14,4
16.0,4.0,20.0,0.0002,15.2376062742,disrupt2,1679331,6.15563,704512,6.15547,1679331,26.5915,0.77433,14,14,4
16.0,4.0,20.0,0.0002,15.2376062742,disrupt2,1613832,8.39421,350672,8.39331,1613832,26.3033,1.41216,14,14,4
16.0,4.0,20.0,0.0002,15.2376062742,disrupt2,1620228,8.05353,1570202,8.05307,1620228,27.0714,3.01393,14,14,4
16.0,4.0,20.0,0.0002,16.0326946566,disrupt2,1621980,7.58306,1366067,7.58275,1621980,26.5218,1.72719,14,14,4
16.0,4.0,20.0,0.0002,17.476213959,disrupt2,1615845,7.63699,988089,7.6366,1615845,23.0254,0.974978,14,14,4
16.0,4.0,20.0,0.002,10.0106126334,disrupt2,1662615,20.4653,685351,10.7801,1662615,15.8802,0.898308,14,14,7
16.0,4.0,20.0,0.002,10.6431930198,disrupt1,1213902,14.499,1213902,6.59728,1664847,13.868,1.47497,14,14,7
16.0,4.0,20.0,0.002,11.487033801,disrupt2,1620445,15.5521,73589,8.56922,1620445,12.9421,0.834922,14,14,7
16.0,4.0,20.0,0.002,11.487033801,disrupt2,1679354,15.1433,1490974,8.28752,1679354,13.0789,2.13229,14,14,7
16.0,4.0,20.0,0.002,12.2041503666,disrupt2,1666363,14.0384,429479,7.96846,1666363,11.7368,0.462336,14,14,7
16.0,4.0,20.0,0.002,12.2041503666,disrupt2,1643041,14.2914,1484163,8.22413,1643041,11.6575,2.48156,14,14,7
16.0,4.0,20.0,0.002,13.4318262285,disrupt2,1666400,7.99245,1048472,7.98769,1666400,32.151,1.09407,14,14,4
16.0,4.0,20.0,0.002,14.415660043199999,disrupt2,1641864,7.40348,1556663,7.40024,1641864,29.3613,0.905133,14,14,4
16.0,4.0,20.0,0.002,14.415660043199999,disrupt2,1629956,13.8912,1072913,7.8955,1629956,9.9837,1.09904,14,14,7
16.0,4.0,20.0,0.02,10.1794848588,disrupt2,1616748,12.283,1006276,6.28822,1616748,11.2619,1.18375,14,14,7
16.0,4.0,8.0,0.0002,7.8278220423,disrupt2,1636716,8.63092,1352352,8.63076,1636716,47.1763,0.748388,14,14,4
16.0,4.0,8.0,0.0002,10.255595438699999,disrupt2,1634737,7.70566,728692,7.7049,1634737,34.7398,1.00653,14,14,4
16.0,4.0,8.0,0.0002,12.4319817738,disrupt2,1617434,10.2344,1071953,10.2337,1617434,33.1162,2.17981,14,14,4
16.0,4.0,8.0,0.0002,13.812779394,disrupt2,1629956,6.19524,1072913,6.19425,1629956,29.7964,1.24909,14,14,4
16.0,4.0,8.0,0.0002,14.3515574433,disrupt2,1635032,14.254,744761,8.16261,1635032,11.3139,0.652205,14,14,7
16.0,4.0,8.0,0.0002,14.3515574433,disrupt2,1641864,8.52384,1556663,8.5235,1641864,28.9656,1.80138,14,14,4
16.0,4.0,8.0,0.0002,15.077579927399999,disrupt2,1676082,8.48557,446597,8.48524,1676082,27.7017,0.44621,14,14,4
16.0,4.0,8.0,0.0002,15.077579927399999,disrupt2,1679331,6.15604,704512,6.15556,1679331,26.6288,4.90844,14,14,4
16.0,4.0,8.0,0.0002,15.5798537175,disrupt2,1613832,8.39281,350672,8.3927,1613832,26.2639,1.33689,14,14,4
16.0,4.0,8.0,0.0002,15.5798537175,disrupt2,1621980,7.58797,1366067,7.58742,1621980,26.5314,1.34922,14,14,4
16.0,4.0,8.0,0.002,8.9964186426,disrupt1,270802,20.0106,270802,8.82305,1649214,18.2322,1.94426,14,14,7
16.0,4.0,8.0,0.002,10.5538936752,disrupt1,930902,15.6734,930902,7.66753,1640440,14.3195,2.2518,14,14,7
16.0,4.0,8.0,0.002,11.2536386964,disrupt2,1620445,15.5452,73589,8.53559,1620445,13.1504,1.09195,14,14,7
16.0,4.0,8.0,0.002,11.2536386964,disrupt2,1612127,15.4689,1326835,8.17437,1612127,13.1567,1.54932,14,14,7
16.0,4.0,8.0,0.002,11.2536386964,disrupt2,1679354,15.153,1490974,8.26699,1679354,13.2638,2.32737,14,14,7
16.0,4.0,8.0,0.002,11.981762577,disrupt2,1672963,14.0243,226925,7.55101,1672963,12.2185,0.55549,14,14,7
16.0,4.0,8.0,0.002,12.930833289599999,disrupt2,1666363,14.0165,429479,8.08455,1666363,10.8089,0.616559,14,14,7
16.0,4.0,8.0,0.002,12.930833289599999,disrupt2,1615806,14.2213,1529452,8.30176,1615806,10.819,2.00369,14,14,7
16.0,4.0,8.0,0.002,13.7987900973,disrupt2,1629956,13.9154,1072913,7.83285,1629956,30.2061,1.11689,14,14,4
16.0,4.0,8.0,0.02,9.2462046399,disrupt2,1628074,8.80215,325363,5.93176,1628074,14.7955,0.802539,14,14,7
2.0,0.5,2.0,0.0002,2162.9881133000004,disrupt2,226695,15.9871,210225,15.9826,226695,1.98514,0.0305347,14,14,5
2.0,0.5,2.0,0.0002,2608.3512796600003,disrupt1,234146,16.7394,215902,16.7394,234146,1.35447,0.0359672,14,14,5
2.0,0.5,2.0,0.0002,2843.7102301,disrupt1,238577,16.7917,211023,16.7917,238577,2.22515,0.0627381,14,14,6
2.0,0.5,2.0,0.002,24.8044734542,disrupt1,215010,25.3875,289832,25.3875,215010,81.7874,0.00797211,14,14,4
2.0,0.5,20.0,0.002,3607.54264962,disrupt1,241198,5.98996,238458,5.98996,241198,2.39579,0.00969766,14,14,6
2.0,1.0,2.0,0.002,10.2577188672,disrupt2,208454,8.38871,37014,8.38868,208454,38.7286,0.128219,14,14,2
2.0,1.0,2.0,0.002,6063.228194400001,disrupt1,255723,8.42872,252554,8.42835,255723,1.60145,0.0262312,14,14,5
2.0,1.0,20.0,0.0002,7.008559254000001,disrupt2,201391,11.4151,175769,11.4151,201391,50.1016,0.917122,14,14,4
2.0,1.0,20.0,0.0002,11.1696642288,disrupt2,205928,6.8643,144527,6.86429,205928,31.5061,0.159091,14,14,4
2.0,1.0,20.0,0.0002,5611.121226,disrupt1,258818,13.9702,212778,13.9637,258818,1.6798,0.0215971,14,14,5
2.0,1.0,20.0,0.002,4803.844845600001,disrupt2,230485,12.8916,220416,12.8916,230485,13.5586,0.0139829,14,14,3
2.0,1.0,20.0,0.002,6419.633274,disrupt1,312043,14.2705,213368,14.2705,312043,2.01274,0.0421594,14,14,6
2.0,1.0,20.0,0.002,9796.667479200001,disrupt2,262272,17.0348,233172,17.0348,262272,1.25099,0.022199,14,14,6
2.0,1.0,8.0,0.0002,4613.937472800001,disrupt1,226190,13.8731,234875,13.8718,226190,0.59329,0.0804374,14,14,7
2.0,1.0,8.0,0.002,8175.108823200001,disrupt1,269905,13.516,215058,13.516,269905,3.00208,0.0398138,14,14,6
2.0,2.0,2.0,0.0002,10.3631491841,disrupt2,203219,10.9753,134648,10.9748,203219,38.9107,1.88873,14,14,4
2.0,2.0,20.0,0.0002,10.3425319678,disrupt2,203219,10.9502,134648,10.9502,203219,38.9016,1.56406,14,14,4
2.0,2.0,20.0,0.02,7.468626684799999,disrupt2,206604,7.84801,165646,7.84796,206604,45.8538,0.5654,14,14,2
2.0,2.0,8.0,0.0002,10.3573135179,disrupt2,203219,10.9495,134648,10.9495,203219,38.8983,1.82708,14,14,4
2.0,4.0,20.0,0.0002,6.85690013592,disrupt2,201391,9.61942,175769,9.61819,201391,50.3428,7.18716,14,14,4
32.0,1.0,20.0,0.0002,10.680082702,disrupt2,3275838,8.17803,165677,8.17801,3275838,38.7356,0.296965,14,14,4
32.0,1.0,20.0,0.0002,11.068878609,disrupt2,3299582,8.35225,2156694,8.35224,3299582,37.2474,0.515985,14,14,4
32.0,1.0,20.0,0.0002,11.225217020999999,disrupt2,3303245,8.47401,350281,8.47395,3303245,36.284,0.194853,14,14,4
32.0,1.0,20.0,0.0002,11.225217020999999,disrupt2,3339577,7.72949,2146377,7.72946,3339577,36.8735,0.398043,14,14,4
32.0,1.0,20.0,0.0002,11.805269564000001,disrupt2,3239410,7.46057,1774703,7.46051,3239410,35.0797,0.195968,14,14,4
32.0,1.0,20.0,0.0002,12.064610123500001,disrupt2,3205257,8.26067,2564385,8.26065,3205257,33.8328,0.971848,14,14,4
32.0,1.0,20.0,0.0002,12.177333822,disrupt2,3375363,7.94832,3226883,7.92068,3375363,38.7521,0.123501,14,14,4
32.0,1.0,20.0,0.0002,12.40324415,disrupt2,3348448,5.96764,2511097,5.96762,3348448,32.6056,0.847859,14,14,4
32.0,1.0,20.0,0.0002,12.581406452000001,disrupt2,3220207,8.34944,2112058,8.3494,3220207,32.1658,0.151747,14,14,4
32.0,1.0,20.0,0.0002,12.8990763175,disrupt2,3333072,6.48362,1138465,6.48337,3333072,31.0677,1.06207,14,14,4
32.0,1.0,20.0,0.0002,12.936705994500002,disrupt2,3282629,6.13887,508448,6.13878,3282629,31.1424,0.93114,14,14,4
32.0,1.0,20.0,0.0002,13.028564731500001,disrupt2,3249349,8.42256,592451,8.42248,3249349,30.7272,0.454272,14,14,4
32.0,1.0,20.0,0.0002,13.317466742,disrupt1,3274231,6.73588,3628899,6.7358,3274231,33.5919,0.241662,14,14,4
32.0,1.0,20.0,0.0002,13.317466742,disrupt2,3244750,7.54668,2894537,7.54665,3244750,30.7048,0.712364,14,14,4
32.0,1.0,20.0,0.0002,13.421725416500001,disrupt2,3205468,6.30428,956575,6.30419,3205468,29.709,0.447119,14,14,4
32.0,1.0,20.0,0.0002,13.421725416500001,disrupt2,3285475,8.53325,842603,8.53316,3285475,29.5716,0.600072,14,14,4
32.0,1.0,20.0,0.0002,13.663342332,disrupt2,3223455,8.34484,1832878,8.34482,3223455,29.4875,0.71385,14,14,4
32.0,1.0,20.0,0.0002,13.700509078,disrupt2,3295770,8.12515,920171,8.1251,3295770,29.4118,0.250728,14,14,4
32.0,1.0,20.0,0.0002,13.773123112000002,disrupt2,3219749,7.88665,1058998,7.88663,3219749,29.3549,0.672663,14,14,4
32.0,1.0,20.0,0.0002,13.860617071000002,disrupt2,3359335,8.37231,620506,8.37227,3359335,28.6375,0.363857,14,14,4
32.0,1.0,20.0,0.0002,14.017881345,disrupt2,3354536,5.98146,232834,5.98125,3354536,28.3318,0.559274,14,14,4
32.0,1.0,20.0,0.0002,14.200408425,disrupt2,3268391,7.71114,1722718,7.71109,3268391,28.7326,1.59006,14,14,4
32.0,1.0,20.0,0.0002,14.27546938,disrupt2,3205896,5.98003,2364817,5.98,3205896,27.6975,1.44891,14,14,4
32.0,1.0,20.0,0.0002,14.325565127499999,disrupt2,3257889,7.9726,1832405,7.97255,3257889,27.9361,0.320491,14,14,4
32.0,1.0,20.0,0.0002,14.411538027500002,disrupt2,3285430,8.06354,839490,8.06352,3285430,27.7358,0.475717,14,14,4
32.0,1.0,20.0,0.0002,14.479621950999999,disrupt2,3325244,8.33689,914518,8.33689,3325244,27.3275,0.126411,14,14,4
32.0,1.0,20.0,0.0002,14.732382277000001,disrupt2,3249271,8.55285,3097440,8.55285,3249271,26.4654,1.87717,14,14,4
32.0,1.0,20.0,0.0002,15.021515753000001,disrupt2,3325611,8.36605,532571,8.36602,3325611,25.9115,0.170665,14,14,4
32.0,1.0,20.0,0.0002,15.083217842,disrupt2,3266387,7.87693,2212243,7.87687,3266387,26.4361,0.89634,14,14,4
32.0,1.0,20.0,0.0002,15.161552380500002,disrupt2,3210809,8.46554,950087,8.46553,3210809,25.5956,0.278541,14,14,4
32.0,1.0,20.0,0.0002,15.397878656000001,disrupt2,3263610,8.07336,1446628,8.07334,3263610,25.7329,0.515814,14,14,4
32.0,1.0,20.0,0.0002,15.6134391695,disrupt2,3229047,7.70365,2620056,7.70362,3229047,25.4987,2.00609,14,14,4
32.0,1.0,20.0,0.0002,16.0013753475,disrupt2,3347045,2.25039,3080051,2.25037,3347045,25.4457,9.90079,14,14,4
32.0,1.0,20.0,0.02,5.245008230000001,disrupt2,3260853,8.58147,2438071,8.58055,3260853,61.3849,0.594378,14,14,2
32.0,1.0,20.0,0.02,2179.83295955,disrupt1,3700290,7.41076,3297902,7.41045,3700290,0.333857,0.160922,14,14,7
32.0,2.0,20.0,0.0002,4.69868579573,disrupt1,2514485,55.1155,2514485,54.1867,3291830,98.4581,1.17775,14,14,4
32.0,2.0,20.0,0.0002,8.95594710468,disrupt1,2077548,24.3214,2077548,11.7768,3202110,18.6361,0.657995,14,14,7
32.0,2.0,20.0,0.0002,9.09853699674,disrupt2,3228819,11.4721,484388,11.4282,3228819,45.7713,0.22416,14,14,4
32.0,2.0,20.0,0.0002,9.433229498200001,disrupt2,3221900,10.6127,2897305,10.5437,3221900,43.6438,0.897053,14,14,4
32.0,2.0,20.0,0.0002,9.775254445900002,disrupt2,3276537,10.0133,1668964,10.0125,3276537,41.9279,0.876735,14,14,4
32.0,2.0,20.0,0.0002,10.3737279598,disrupt2,3358810,8.35442,1213902,8.35396,3358810,39.5416,0.681427,14,14,4
32.0,2.0,20.0,0.0002,10.3737279598,disrupt2,3255825,9.01882,1142460,9.01881,3255825,39.8542,1.12867,14,14,4
32.0,2.0,20.0,0.0002,10.3737279598,disrupt2,3277284,7.81051,2097281,7.79544,3277284,39.5321,1.71476,14,14,4
32.0,2.0,20.0,0.0002,10.5967877083,disrupt2,3255828,9.08002,213632,9.07912,3255828,38.3248,1.01424,14,14,4
32.0,2.0,20.0,0.0002,10.794688935900002,disrupt2,3294726,7.55535,1033936,7.55515,3294726,38.1587,0.279214,14,14,4
32.0,2.0,20.0,0.0002,11.192174860900002,disrupt2,3299582,8.41487,2156694,8.40214,3299582,37.226,0.971444,14,14,4
32.0,2.0,20.0,0.0002,11.192174860900002,disrupt2,3244516,7.42165,552175,7.42102,3244516,36.3736,1.07076,14,14,4
32.0,2.0,20.0,0.0002,11.192174860900002,disrupt2,3318171,8.52347,2501092,8.5234,3318171,36.5405,1.79512,14,14,4
32.0,2.0,20.0,0.0002,11.5427106837,disrupt2,3287478,9.7875,1738841,9.78705,3287478,33.607,1.50864,14,14,4
32.0,2.0,20.0,0.0002,11.6566254735,disrupt2,3358466,7.80179,199257,7.80177,3358466,35.9151,0.1449,14,14,4
32.0,2.0,20.0,0.0002,11.6566254735,disrupt2,3320843,6.04043,325539,6.04021,3320843,35.4935,0.23532,14,14,4
32.0,2.0,20.0,0.0002,11.6566254735,disrupt2,3208200,6.89193,1023234,6.89179,3208200,35.1138,0.259053,14,14,4
32.0,2.0,20.0,0.0002,11.6566254735,disrupt2,3252349,8.18478,3029158,8.1844,3252349,34.2026,17.8518,14,14,4
32.0,2.0,20.0,0.0002,11.932059837999999,disrupt2,3239410,7.53267,1774703,7.53195,3239410,35.0392,0.8271,14,14,4
32.0,2.0,20.0,0.0002,11.932059837999999,disrupt2,3277480,7.59891,2480334,7.59825,3277480,33.6204,4.94319,14,14,4
32.0,2.0,20.0,0.0002,12.338898373000001,disrupt2,3274231,6.43734,847998,6.43707,3274231,32.8565,0.310597,14,14,4
32.0,2.0,20.0,0.0002,12.338898373000001,disrupt2,3293982,7.63844,1041312,7.63796,3293982,32.3397,1.44744,14,14,4
32.0,2.0,20.0,0.0002,12.338898373000001,disrupt2,3205257,8.27382,2564385,8.27381,3205257,33.8109,1.58682,14,14,4
32.0,2.0,20.0,0.0002,12.568317896300002,disrupt2,3348448,6.0046,2511097,6.0043,3348448,32.5501,1.07815,14,14,4
32.0,2.0,20.0,0.0002,12.741902337900001,disrupt2,3286264,7.01154,483450,7.01129,3286264,31.2334,0.671772,14,14,4
32.0,2.0,20.0,0.0002,12.741902337900001,disrupt2,3237172,7.43693,759689,7.43677,3237172,31.087,0.982888,14,14,4
32.0,2.0,20.0,0.0002,12.741902337900001,disrupt2,3220207,8.3769,2112058,8.37661,3220207,32.1333,1.09442,14,14,4
32.0,2.0,20.0,0.0002,12.886587214600002,disrupt2,3349082,7.49468,586595,7.49442,3349082,30.1978,0.414076,14,14,4
32.0,2.0,20.0,0.0002,12.886587214600002,disrupt2,3354818,5.896,693272,5.89591,3354818,31.8577,0.671601,14,14,4
32.0,2.0,20.0,0.0002,12.886587214600002,disrupt2,3333072,6.36921,1138465,6.36918,3333072,31.233,2.05961,14,14,4
32.0,2.0,20.0,0.0002,12.9885306636,disrupt2,3282629,6.10831,508448,6.10826,3282629,31.2012,0.742092,14,14,4
32.0,2.0,20.0,0.0002,13.2626556627,disrupt2,3324085,6.62001,171631,6.61991,3324085,30.4626,0.312189,14,14,4
32.0,2.0,20.0,0.0002,13.2626556627,disrupt2,3249349,8.48987,592451,8.48929,3249349,30.6554,0.590913,14,14,4
32.0,2.0,20.0,0.0002,13.2626556627,disrupt2,3238144,6.25541,471216,6.25495,3238144,30.1444,1.98019,14,14,4
32.0,2.0,20.0,0.0002,13.508909884000001,disrupt2,3205468,6.2195,956575,6.21939,3205468,29.8364,0.475658,14,14,4
32.0,2.0,20.0,0.0002,13.508909884000001,disrupt2,3217286,7.15457,2404187,7.15402,3217286,28.7089,0.700255,14,14,4
32.0,2.0,20.0,0.0002,13.508909884000001,disrupt2,3244750,7.58404,2894537,7.58364,3244750,30.6741,1.83266,14,14,4
32.0,2.0,20.0,0.0002,13.659019274500002,disrupt2,3285475,5.84646,842603,5.84628,3285475,29.5086,0.537016,14,14,4
32.0,2.0,20.0,0.0002,13.659019274500002,disrupt2,3223455,8.32106,1832878,8.32053,3223455,29.536,0.61084,14,14,4
32.0,2.0,20.0,0.0002,14.007403997,disrupt2,3354536,5.97622,232834,5.97571,3354536,28.3802,0.316894,14,14,4
32.0,2.0,20.0,0.0002,14.007403997,disrupt2,3359335,8.40143,620506,8.40089,3359335,28.6266,0.496138,14,14,4
32.0,2.0,20.0,0.0002,14.007403997,disrupt2,3295770,8.07583,920171,8.07577,3295770,29.4649,0.751994,14,14,4
32.0,2.0,20.0,0.0002,14.007403997,disrupt2,3219749,7.89384,1058998,7.89337,3219749,29.3629,1.66175,14,14,4
32.0,2.0,20.0,0.0002,14.292658602000001,disrupt2,3205896,5.96945,2364817,5.96907,3205896,27.7417,1.18149,14,14,4
32.0,2.0,20.0,0.0002,14.292658602000001,disrupt2,3304098,6.50171,767163,6.50116,3304098,27.0424,1.31427,14,14,4
32.0,2.0,20.0,0.0002,14.292658602000001,disrupt2,3268391,7.80138,1722718,7.80083,3268391,28.6672,1.65232,14,14,4
32.0,2.0,20.0,0.0002,14.3842206539,disrupt2,3285430,8.00257,839490,8.00248,3285430,27.8142,0.356809,14,14,4
32.0,2.0,20.0,0.0002,14.3842206539,disrupt2,3257889,7.94965,1832405,7.9495,3257889,27.9651,1.05676,14,14,4
32.0,2.0,20.0,0.0002,14.6292590359,disrupt2,3325244,8.33039,914518,8.33011,3325244,27.3365,0.268831,14,14,4
32.0,2.0,20.0,0.0002,15.0302989527,disrupt2,3325611,8.38611,532571,8.38533,3325611,25.9053,0.610419,14,14,4
32.0,2.0,20.0,0.0002,15.2060344946,disrupt2,3266387,7.84605,2212243,7.84604,3266387,26.4728,0.638358,14,14,4
32.0,2.0,20.0,0.0002,15.2060344946,disrupt2,3210809,8.45704,950087,8.45684,3210809,25.61,0.957296,14,14,4
32.0,2.0,20.0,0.0002,15.409173183800002,disrupt2,3263610,8.02183,1446628,8.02174,3263610,25.7936,0.638256,14,14,4
32.0,2.0,20.0,0.0002,15.620822748100002,disrupt2,3229047,7.63247,2620056,7.63206,3229047,25.5946,2.9968,14,14,4
32.0,2.0,20.0,0.02,6.55120402148,disrupt2,3215628,15.143,1179335,8.9696,3215628,11.7542,0.257381,14,14,7
32.0,2.0,20.0,0.02,6.55120402148,disrupt2,3354653,14.4374,794014,8.25139,3354653,12.6567,0.718041,14,14,7
32.0,2.0,20.0,0.02,6.799431643490001,disrupt2,3224042,14.7212,1230,8.37441,3224042,11.5445,0.379599,14,14,7
32.0,2.0,20.0,0.02,6.799431643490001,disrupt2,3231556,13.3136,334111,7.16029,3231556,11.7807,0.394383,14,14,7
32.0,2.0,20.0,0.02,6.799431643490001,disrupt2,3244054,13.8309,1039374,7.60628,3244054,10.428,0.421913,14,14,7
32.0,2.0,20.0,0.02,7.0683285336,disrupt2,3255476,14.0015,499217,8.11226,3255476,9.61249,1.02855,14,14,8
32.0,2.0,20.0,0.02,7.0683285336,disrupt2,3242418,12.5128,2862025,6.43638,3242418,10.9342,1.06837,14,14,7
32.0,2.0,20.0,0.02,7.0683285336,disrupt2,3298811,12.6619,1465403,6.22797,3298811,11.8796,1.53393,14,14,7
32.0,2.0,20.0,0.02,7.48894346313,disrupt2,3233908,12.2746,2194256,6.34325,3233908,12.1587,0.632278,14,14,7
32.0,2.0,20.0,0.02,12344.4164129,disrupt1,4037197,7.72826,3355263,7.72826,4037197,1.71173,0.0504445,14,14,6
4.0,0.5,2.0,0.0002,250.087939092,disrupt2,286466,15.0028,121054,15.0012,286466,2.97627,0.0456335,14,14,5
4.0,0.5,2.0,0.002,5659.6908744,disrupt2,584342,5.85944,425644,5.85944,584342,8.46688,0.0203822,14,14,3
4.0,0.5,2.0,0.002,6768.1735254,disrupt1,552609,11.3819,420019,11.3819,552609,1.85203,0.0186124,14,14,6
4.0,0.5,20.0,0.0002,4050.86502708,disrupt1,536945,7.55129,449138,7.55129,536945,2.43966,0.165428,14,14,6
4.0,0.5,20.0,0.0002,4598.68216242,disrupt1,721817,17.4475,425362,17.4475,721817,1.89966,0.0604467,14,14,6
4.0,0.5,20.0,0.0002,6315.2784474,disrupt1,579686,22.526,492507,22.526,579686,1.71263,0.0198698,14,14,6
4.0,0.5,20.0,0.0002,6562.589112,disrupt1,658641,23.6442,491248,23.6442,658641,1.62891,0.0280418,14,14,6
4.0,0.5,20.0,0.0002,12036.4742292,disrupt1,430066,42.4011,41232,42.4011,430066,1.50036,0.0209519,14,14,6
4.0,0.5,20.0,0.02,9230.383835999999,disrupt1,588788,2.26039,483616,2.26039,588788,2.49544,0.0714021,14,14,6
4.0,0.5,8.0,0.0002,2802.9660885,disrupt2,449280,7.39599,420026,7.39228,449280,1.67676,0.0485832,14,14,5
4.0,0.5,8.0,0.0002,3570.8840347799996,disrupt1,518830,7.3961,420018,7.3961,518830,7.96114,0.0133813,14,14,6
4.0,0.5,8.0,0.002,6089.3989638,disrupt1,434258,7.77534,573373,7.77534,434258,1.85091,0.038677,14,14,6
4.0,1.0,2.0,0.0002,12.262350321600001,disrupt2,403502,6.97666,29137,6.97664,403502,32.6248,4.34005,14,14,4
4.0,1.0,2.0,0.0002,12.507241224000001,disrupt2,407492,7.19138,308982,7.19137,407492,31.4349,0.275151,14,14,4
4.0,1.0,2.0,0.0002,13.154421595200002,disrupt2,410580,7.93733,98258,7.93727,410580,30.8197,0.112505,14,14,4
4.0,1.0,2.0,0.0002,15.176195664,disrupt2,418753,7.55779,5085,7.55776,418753,26.8554,0.116057,14,14,4
4.0,1.0,2.0,0.0002,160.35344112,disrupt1,79767,28.9666,224265,28.9631,79767,3.00712,0.133159,14,14,5
4.0,1.0,2.0,0.002,5.8863353808,disrupt2,415237,17.5087,289012,17.5081,415237,79.5473,0.935385,14,14,2
4.0,1.0,2.0,0.02,8818.9353408,disrupt1,454192,15.8799,420901,15.8799,454192,6.12561,0.00993334,14,14,6
4.0,1.0,2.0,0.02,10710.8877264,disrupt1,646682,22.0696,486552,22.0696,646682,2.38332,0.0146399,14,14,6
4.0,1.0,2.0,0.02,12827.793278400002,disrupt1,639544,31.2432,426531,31.2432,639544,1.64301,0.0101611,14,14,6
4.0,1.0,20.0,0.002,9.730637616000001,disrupt2,412286,5.95495,154920,5.95486,412286,41.0227,0.303361,14,14,2
4.0,1.0,20.0,0.002,11.990554430400001,disrupt2,407492,8.50823,308982,8.50809,407492,31.8745,0.404901,14,14,2
4.0,1.0,20.0,0.02,7.589660716800001,disrupt2,413417,2.32096,398883,2.32095,413417,41.2702,2.55921,14,14,2
4.0,1.0,8.0,0.0002,15.138219024,disrupt2,418753,7.50663,5085,7.50662,418753,26.9163,0.221528,14,14,4
4.0,1.0,8.0,0.002,25.996908912000002,disrupt2,686423,16.5578,292075,16.5576,686423,21.5048,0.138248,14,14,4
4.0,1.0,8.0,0.02,5.702557656000001,disrupt2,415237,5.97369,289012,5.97322,415237,55.9631,1.57157,14,14,2
4.0,2.0,2.0,0.0002,10.4628317667,disrupt2,403389,12.227,394698,12.227,403389,38.4613,3.36563,14,14,4
4.0,2.0,2.0,0.0002,10.730664594000002,disrupt2,405329,11.6111,128347,11.6102,405329,36.9337,0.625021,14,14,4
4.0,2.0,2.0,0.0002,11.562132044600002,disrupt2,409037,7.45293,95010,7.45208,409037,35.2852,1.78065,14,14,4
4.0,2.0,2.0,0.0002,13.074811201100001,disrupt2,412671,7.89892,318455,7.8988,412671,31.668,0.632088,14,14,4
4.0,2.0,2.0,0.0002,13.264520956300002,disrupt2,410580,8.00386,98258,8.00372,410580,30.7375,0.549314,14,14,4
4.0,2.0,2.0,0.0002,15.1744255693,disrupt2,418753,7.45102,5085,7.45093,418753,26.9822,0.118167,14,14,4
4.0,2.0,2.0,0.02,6.395350506200001,disrupt2,415237,15.4761,289012,8.73044,415237,15.2788,1.08506,14,14,7
4.0,2.0,2.0,0.02,7.0494608185,disrupt2,403854,14.7658,270680,8.90081,403854,10.4244,1.11104,14,14,7
4.0,2.0,20.0,0.0002,10.864064593900002,disrupt2,405329,12.0306,128347,12.0298,405329,36.7116,0.425514,14,14,4
4.0,2.0,20.0,0.0002,12.300727646400002,disrupt2,403502,6.97377,29137,6.97354,403502,32.6477,0.948905,14,14,4
4.0,2.0,20.0,0.0002,13.009660442400001,disrupt2,412671,7.90512,318455,7.90472,412671,31.6769,1.25647,14,14,4
4.0,2.0,20.0,0.0002,13.330084846000002,disrupt2,410580,7.97206,98258,7.97194,410580,30.7729,0.989932,14,14,4
