#N,#rv,#rg,#z,#t_snapshot[myr],#M1[MSUN],#M2[MSUN],#k1,#k2,#id1,#id2,#sma[AU],#ecc,#bin_star_radius0[RSUN],#bin_star_radius1[RSUN],#snapshot, #roche_lobe1_calc[RSUN], #roche_lobe2_calc[RSUN],#radrol0,#radrol1
32.0,1.0,20.0,0.0002,12573.724773385,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7311319,0.55681368,0.01286144,3.5893904e-05,initial.bhinfo0567,69.35229733018994,225.35716510671804,0.000185518,1.59333e-07
32.0,1.0,20.0,0.0002,12573.724773385,0.91898769,14.062659,11.0,14.0,2818970.0,3188035.0,3.368241,0.96827235,0.0089657385,5.9625673e-05,initial.bhinfo0567,132.1196334698742,442.2697461117131,6.78854e-05,1.34866e-07
32.0,1.0,20.0,0.0002,45.19733901635,1.3210336,52.508067,12.0,14.0,379870.0,4349944.0,1.238887,0.87671551,0.0027751395,0.0002226342,initial.bhinfo0002,36.330654700479876,179.4412178769085,7.64134e-05,1.24116e-06
32.0,1.0,20.0,0.0002,12503.715718255,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7311319,0.55681368,0.01286144,3.5893904e-05,initial.bhinfo0566,69.35229733018994,225.35716510671804,0.000185518,1.59333e-07
32.0,1.0,20.0,0.0002,12976.088196,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.6729963,0.7670239,0.01286144,3.5893904e-05,initial.bhinfo0572,67.02327929484035,217.78912594818942,0.000191965,1.6487e-07
32.0,1.0,20.0,0.0002,4381.970265345,19.140029,1.1250675,14.0,11.0,2565369.0,3115251.0,13.745124,0.96460028,8.1153722e-05,0.0066117844,initial.bhinfo0362,1827.542624652523,522.3469789976762,4.44221e-08,1.26624e-05
32.0,1.0,20.0,0.0002,12394.601558895,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7233342,0.18922948,0.01286144,3.5893904e-05,initial.bhinfo0564,69.03990726396124,224.34206766304396,0.000186358,1.60054e-07
32.0,1.0,20.0,0.0002,12799.8106845,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.6828783,0.75738081,0.01286144,3.5893904e-05,initial.bhinfo0570,67.41917021581348,219.07555565674284,0.000190838,1.63902e-07
32.0,1.0,20.0,0.0002,11962.700823825,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7233342,0.18922948,0.01286144,3.5893904e-05,initial.bhinfo0558,69.03990726396124,224.34206766304396,0.000186358,1.60054e-07
32.0,1.0,20.0,0.0002,12008.61729639,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7233342,0.18922948,0.01286144,3.5893904e-05,initial.bhinfo0559,69.03990726396124,224.34206766304396,0.000186358,1.60054e-07
32.0,1.0,20.0,0.0002,12899.691023735,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.6729964,0.7670239,0.01286144,3.5893904e-05,initial.bhinfo0571,67.02328330102252,217.78913896609782,0.000191965,1.6487e-07
32.0,1.0,20.0,0.0002,12443.715231345,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7311319,0.55681368,0.01286144,3.5893904e-05,initial.bhinfo0565,69.35229733018994,225.35716510671804,0.000185518,1.59333e-07
32.0,1.0,20.0,0.0002,4758.29381921,0.72057897,35.879185,11.0,14.0,135424.0,2203071.0,36.362278,0.81428417,0.011245639,0.00015212774,initial.bhinfo0377,994.0335060766845,5365.939372720779,1.13172e-05,2.83609e-08
32.0,1.0,20.0,0.0002,9558.683607575,13.472882,1.1606566,14.0,11.0,87721.0,144972.0,6.2037719,0.67306291,5.7125021e-05,0.0061772725,initial.bhinfo0514,786.8302163042828,264.07525487111764,7.26278e-08,2.34006e-05
32.0,1.0,20.0,0.0002,7381.14711645,0.64773442,17.665003,11.0,14.0,1855239.0,3109771.0,4.5339815,0.97125384,0.012150367,7.4899612e-05,initial.bhinfo0464,149.33889784284926,634.1915155882119,8.13906e-05,1.18145e-07
32.0,1.0,20.0,0.0002,10779.57913917,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7146361,0.21216144,0.01286144,3.5893904e-05,initial.bhinfo0538,68.69144553357101,223.20975697209386,0.000187303,1.60866e-07
32.0,1.0,20.0,0.0002,10857.766531745001,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7017692,0.19137672,0.01286144,3.5893904e-05,initial.bhinfo0539,68.17597408132764,221.53475571556822,0.000188719,1.62083e-07
32.0,1.0,20.0,0.0002,7425.79284342,19.181793,0.64773442,14.0,11.0,992247.0,1855239.0,23.944508,0.4294792,8.1330802e-05,0.012150367,initial.bhinfo0465,3376.2708147397916,769.0011919749804,2.40977e-08,1.58059e-05
32.0,1.0,20.0,0.0002,7499.330755430001,13.949125,0.64773442,14.0,11.0,1370202.0,1855239.0,61.340298,0.67938033,5.9144289e-05,0.012150367,initial.bhinfo0467,8373.459117387109,2171.149669553676,7.06587e-09,5.59832e-06
32.0,1.0,20.0,0.0002,9493.436789775,13.472882,1.1606566,14.0,11.0,87721.0,144972.0,4.4276323,0.77315076,5.7125021e-05,0.0061772725,initial.bhinfo0513,561.5607627876889,188.4705219574712,1.01762e-07,3.27877e-05
32.0,1.0,20.0,0.0002,9434.336372995002,13.472882,1.1606566,14.0,11.0,87721.0,144972.0,3.7900569,0.71869437,5.7125021e-05,0.0061772725,initial.bhinfo0512,480.6964760313867,161.33092221581165,1.18881e-07,3.83034e-05
32.0,1.0,20.0,0.0002,3555.72142726,14.453262,0.68260829,14.0,11.0,2729183.0,168606.0,31.154723,0.68389473,6.1281829e-05,0.011710236,initial.bhinfo0328,4245.126719079978,1108.4003486304605,1.44411e-08,1.05688e-05
32.0,1.0,20.0,0.0002,7467.163664230001,13.949125,0.64773442,14.0,11.0,1370202.0,1855239.0,55.368424,0.71694475,5.9144289e-05,0.012150367,initial.bhinfo0466,7558.248816433125,1959.774233103788,7.82797e-09,6.20213e-06
32.0,1.0,20.0,0.0002,10743.903030989999,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7146361,0.21216144,0.01286144,3.5893904e-05,initial.bhinfo0537,68.69144553357101,223.20975697209386,0.000187303,1.60866e-07
32.0,1.0,20.0,0.0002,8719.290505075,18.318562,0.77244439,14.0,11.0,2609839.0,2689957.0,9.7133229,0.88752085,7.7670701e-05,0.010630635,initial.bhinfo0497,1339.5260990156967,333.88065598395036,5.80048e-08,3.18512e-05
32.0,1.0,20.0,0.0002,8672.253739490001,18.318562,0.77244439,14.0,11.0,2609839.0,2689957.0,10.104073,0.90436635,7.7670701e-05,0.010630635,initial.bhinfo0496,1393.4129060879698,347.3120945407592,5.57616e-08,3.06194e-05
32.0,1.0,20.0,0.0002,12653.585661525001,0.91898769,14.062659,11.0,14.0,2818970.0,3188035.0,3.3682193,0.96827215,0.0089657385,5.9625673e-05,initial.bhinfo0568,132.11878228492444,442.2668967747771,6.78858e-05,1.34867e-07
32.0,1.0,20.0,0.0002,12653.585661525001,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7311319,0.55681368,0.01286144,3.5893904e-05,initial.bhinfo0568,69.35229733018994,225.35716510671804,0.000185518,1.59333e-07
32.0,1.0,20.0,0.0002,10912.62220192,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7017692,0.19137672,0.01286144,3.5893904e-05,initial.bhinfo0540,68.17597408132764,221.53475571556822,0.000188719,1.62083e-07
32.0,1.0,20.0,0.0002,11721.72176111,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7022962,0.17161927,0.01286144,3.5893904e-05,initial.bhinfo0554,68.19708666130668,221.60336009286104,0.000188661,1.62032e-07
32.0,1.0,20.0,0.0002,13756.92978562,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7718201,0.8586319,0.01286144,3.5893904e-05,initial.bhinfo0583,70.98234073949355,230.6539177142433,0.000181258,1.55675e-07
32.0,1.0,20.0,0.0002,13670.924149785,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7718203,0.85863192,0.01286144,3.5893904e-05,initial.bhinfo0582,70.98234875185786,230.6539437500601,0.000181258,1.55675e-07
32.0,1.0,20.0,0.0002,11789.764351485,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7022962,0.17161927,0.01286144,3.5893904e-05,initial.bhinfo0555,68.19708666130668,221.60336009286104,0.000188661,1.62032e-07
32.0,1.0,20.0,0.0002,10950.750191075002,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7017692,0.19137672,0.01286144,3.5893904e-05,initial.bhinfo0541,68.17597408132764,221.53475571556822,0.000188719,1.62083e-07
32.0,1.0,20.0,0.0002,12736.515782195,0.91898769,14.062659,11.0,14.0,2818970.0,3188035.0,2.0616753,0.98549387,0.0089657385,5.9625673e-05,initial.bhinfo0569,80.8694463875634,270.71002683471585,0.000110907,2.20337e-07
32.0,1.0,20.0,0.0002,12736.515782195,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.6828783,0.75738081,0.01286144,3.5893904e-05,initial.bhinfo0569,67.41917021581348,219.07555565674284,0.000190838,1.63902e-07
32.0,1.0,20.0,0.0002,11912.46983434,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7233342,0.18922948,0.01286144,3.5893904e-05,initial.bhinfo0557,69.03990726396124,224.34206766304396,0.000186358,1.60054e-07
32.0,1.0,20.0,0.0002,11080.69128546,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7017692,0.19137672,0.01286144,3.5893904e-05,initial.bhinfo0543,68.17597408132764,221.53475571556822,0.000188719,1.62083e-07
32.0,1.0,20.0,0.0002,13488.496269285002,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7718207,0.85863195,0.01286144,3.5893904e-05,initial.bhinfo0580,70.9823647765865,230.6539958216937,0.000181258,1.55674e-07
32.0,1.0,20.0,0.0002,13581.202831345,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7718205,0.85863193,0.01286144,3.5893904e-05,initial.bhinfo0581,70.98235676422219,230.65396978587694,0.000181258,1.55674e-07
32.0,1.0,20.0,0.0002,11023.368854385,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7017692,0.19137672,0.01286144,3.5893904e-05,initial.bhinfo0542,68.17597408132764,221.53475571556822,0.000188719,1.62083e-07
32.0,1.0,20.0,0.0002,11845.545883660001,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7022962,0.17161927,0.01286144,3.5893904e-05,initial.bhinfo0556,68.19708666130668,221.60336009286104,0.000188661,1.62032e-07
32.0,1.0,20.0,0.0002,5266.1979045299995,0.70191703,19.843393,11.0,14.0,1048088.0,2540045.0,2.2829596,0.86742622,0.011472255,8.4135987e-05,initial.bhinfo0397,74.37162775191342,320.46075689117106,0.000154312,2.62642e-07
32.0,1.0,20.0,0.0002,11590.02847289,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7022962,0.17161927,0.01286144,3.5893904e-05,initial.bhinfo0552,68.19708666130668,221.60336009286104,0.000188661,1.62032e-07
32.0,1.0,20.0,0.0002,11254.1105287,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7017692,0.19137672,0.01286144,3.5893904e-05,initial.bhinfo0546,68.17597408132764,221.53475571556822,0.000188719,1.62083e-07
32.0,1.0,20.0,0.0002,13898.048018335001,16.932184,0.75592491,14.0,11.0,483120.0,3180078.0,8.9560447,0.73081201,7.179246e-05,0.010824399,initial.bhinfo0585,1227.7160718684752,313.23970328599825,5.84977e-08,3.45688e-05
32.0,1.0,20.0,0.0002,13898.048018335001,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7718198,0.85863188,0.01286144,3.5893904e-05,initial.bhinfo0585,70.98232872094707,230.65387866051805,0.000181258,1.55675e-07
32.0,1.0,20.0,0.0002,13823.094860125,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.77182,0.85863189,0.01286144,3.5893904e-05,initial.bhinfo0584,70.98233673331139,230.6539046963349,0.000181258,1.55675e-07
32.0,1.0,20.0,0.0002,11325.092069595,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7017692,0.19137672,0.01286144,3.5893904e-05,initial.bhinfo0547,68.17597408132764,221.53475571556822,0.000188719,1.62083e-07
32.0,1.0,20.0,0.0002,11669.222409725,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7022962,0.17161927,0.01286144,3.5893904e-05,initial.bhinfo0553,68.19708666130668,221.60336009286104,0.000188661,1.62032e-07
32.0,1.0,20.0,0.0002,11167.763315920001,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7017692,0.19137672,0.01286144,3.5893904e-05,initial.bhinfo0545,68.17597408132764,221.53475571556822,0.000188719,1.62083e-07
32.0,1.0,20.0,0.0002,11536.623099405,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7022962,0.17161927,0.01286144,3.5893904e-05,initial.bhinfo0551,68.19708666130668,221.60336009286104,0.000188661,1.62032e-07
32.0,1.0,20.0,0.0002,13416.721132390001,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.6827378,0.76324453,0.01286144,3.5893904e-05,initial.bhinfo0579,67.41354152987978,219.0572654954342,0.000190854,1.63916e-07
32.0,1.0,20.0,0.0002,13972.761113755,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7718196,0.85863186,0.01286144,3.5893904e-05,initial.bhinfo0586,70.98232070858275,230.65385262470127,0.000181258,1.55675e-07
32.0,1.0,20.0,0.0002,13348.114427524999,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.6827378,0.76324453,0.01286144,3.5893904e-05,initial.bhinfo0578,67.41354152987978,219.0572654954342,0.000190854,1.63916e-07
32.0,1.0,20.0,0.0002,11480.9202655,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7022962,0.17161927,0.01286144,3.5893904e-05,initial.bhinfo0550,68.19708666130668,221.60336009286104,0.000188661,1.62032e-07
32.0,1.0,20.0,0.0002,11132.66124218,0.5938829,8.4655433,11.0,14.0,447322.0,3210809.0,1.7017692,0.19137672,0.01286144,3.5893904e-05,initial.bhinfo0544,68.17597408132764,221.53475571556822,0.000188719,1.62083e-07
8.0,2.0,8.0,0.02,5524.4483402099995,7.5855265,0.9405047,14.0,11.0,284557.0,167763.0,10.460759,0.77153535,3.2162632e-05,0.0087251657,initial.bhinfo0047,1261.6573419755314,494.9168333582227,2.55016e-08,1.7636e-05
8.0,2.0,8.0,0.02,12888.742527645,7.5172033,0.85956188,14.0,11.0,77061.0,463042.0,4.506476,0.88412204,3.1872942e-05,0.0096326845,initial.bhinfo0078,549.8855602428977,208.30362263253446,5.79839e-08,4.62603e-05
8.0,2.0,8.0,0.02,2640.419114757,0.61244964,8.0511812,11.0,14.0,429266.0,442020.0,15.268114,0.93716454,0.012611444,3.4137008e-05,initial.bhinfo0024,626.5233929760367,1967.6632326442827,2.01366e-05,1.73553e-08
8.0,2.0,8.0,0.02,1027.7727715395,0.6566262,9.0157215,11.0,14.0,456408.0,470856.0,6.6236548,0.21473788,0.012036785,3.8226659e-05,initial.bhinfo0008,268.3220423099452,858.2776453578584,4.48758e-05,4.4555e-08
4.0,1.0,2.0,0.002,8521.198921392,0.91949969,25.721766,11.0,14.0,233414.0,456799.0,0.49732126,0.96447986,0.0089600124,0.00010906029,initial.bhinfo0066,16.25363330866959,69.7372834905154,0.000551462,1.56444e-06
4.0,1.0,2.0,0.002,8881.996135776,0.9471602,25.721766,11.0,14.0,276693.0,456799.0,0.23814768,0.5474657,0.0086507481,0.00010906029,initial.bhinfo0067,7.854213690447382,33.29697710068321,0.00110182,3.27657e-06
4.0,1.0,2.0,0.002,8175.102026160001,0.91949969,25.721766,11.0,14.0,233414.0,456799.0,0.68980869,0.53638542,0.0089600124,0.00010906029,initial.bhinfo0065,22.54457712182611,96.72899197744142,0.00039758,1.12789e-06
4.0,1.0,2.0,0.002,5012.434030608,13.291439,1.1540275,14.0,11.0,68259.0,164477.0,107.34019,0.17623711,5.6355699e-05,0.0062593492,initial.bhinfo0058,13600.093590584933,4579.651403662411,4.14528e-09,1.36727e-06
4.0,1.0,2.0,0.002,2322.811096416,13.618101,0.62564351,14.0,11.0,85753.0,209607.0,406.18014,0.44330484,5.7740749e-05,0.012436997,initial.bhinfo0049,55510.494907778695,14330.317762484337,1.04055e-09,8.68195e-07
4.0,1.0,2.0,0.002,7527.697008528001,1.1948268,13.193623,12.0,14.0,194013.0,443355.0,238.95304,0.1831295,0.005044362,5.594096e-05,initial.bhinfo0063,10321.545231300111,30107.61370049813,4.88899e-07,1.85871e-09
4.0,1.0,2.0,0.002,9388.28258832,0.9471602,25.721766,11.0,14.0,276693.0,456799.0,0.14251375,0.52834654,0.0086507481,0.00010906029,initial.bhinfo0069,4.700165234979385,19.925774923704868,0.00184119,5.47532e-06
4.0,1.0,2.0,0.002,9388.28258832,12.21014,0.95072574,14.0,11.0,252721.0,383703.0,331.64298,0.19874081,5.1770993e-05,0.0086108719,initial.bhinfo0069,42614.35127022217,13702.95501146858,1.21531e-09,6.28623e-07
4.0,1.0,2.0,0.002,9166.633827792,0.9471602,25.721766,11.0,14.0,276693.0,456799.0,0.171544,0.50932934,0.0086507481,0.00010906029,initial.bhinfo0068,5.6575954605734795,23.984683116625785,0.00152961,4.54873e-06
4.0,1.0,2.0,0.002,317.0457442608,16.79129,1.0462248,14.0,11.0,62404.0,310182.0,18.958811,0.57555953,7.1195071e-05,0.0075337459,initial.bhinfo0020,2503.5919223385004,733.1549956003234,2.84475e-08,1.02795e-05
4.0,1.0,2.0,0.02,13358.924048832001,1.037309,33.165901,11.0,14.0,223019.0,438669.0,0.20538561,0.65553674,0.0076355576,0.00014062342,initial.bhinfo0159,6.442424204646377,29.171514942975822,0.00118563,4.82232e-06
4.0,1.0,2.0,0.02,13478.756561136,1.0021396,34.160275,11.0,14.0,146171.0,474648.0,0.1212429,0.27095546,0.0080340458,0.00014483957,initial.bhinfo0171,3.7287025060101318,17.32275437481937,0.00215543,8.36427e-06
4.0,1.0,2.0,0.02,8242.15489632,1.2496864,7.8483994,12.0,14.0,306290.0,443220.0,0.20720742,0.81166193,0.0041837064,3.3277213e-05,initial.bhinfo0038,10.52568879501113,24.066980202433033,0.00039762,1.38319e-06
4.0,1.0,2.0,0.02,13470.237378336002,1.0021396,34.160275,11.0,14.0,146171.0,474648.0,0.12710932,0.29326609,0.0080340458,0.00014483957,initial.bhinfo0170,3.9091183073090776,18.16092760161886,0.00205595,7.97824e-06
4.0,1.0,2.0,0.02,13350.859709328002,1.037309,33.165901,11.0,14.0,223019.0,438669.0,0.20960427,0.64808055,0.0076355576,0.00014062342,initial.bhinfo0158,6.574752839038892,29.770703480231838,0.00116177,4.72527e-06
4.0,1.0,2.0,0.02,13429.024398288002,1.0021396,34.160275,11.0,14.0,146171.0,474648.0,0.32401208,0.79508849,0.0080340458,0.00014483957,initial.bhinfo0166,9.964663123973075,46.293693703419514,0.000806546,3.12985e-06
4.0,1.0,2.0,0.02,13486.756778544002,1.0021396,34.160275,11.0,14.0,146171.0,474648.0,0.11959454,0.19365652,0.0080340458,0.00014483957,initial.bhinfo0172,3.678008864874801,17.087242560096385,0.00218514,8.47955e-06
4.0,1.0,2.0,0.02,13623.118039152001,1.2486989,34.869317,12.0,14.0,213755.0,471430.0,0.81026404,0.80030566,0.0042003699,0.0001478459,initial.bhinfo0199,26.495614685307203,113.60034045762569,0.000158588,1.30193e-06
4.0,1.0,2.0,0.02,13618.552078512002,1.1054024,34.869317,11.0,14.0,226290.0,474655.0,0.71617051,0.91019558,0.0068461931,0.0001478459,initial.bhinfo0198,22.55801395045619,101.59113627165354,0.000303603,1.45583e-06
4.0,1.0,2.0,0.02,13493.819995392001,1.0021396,34.160275,11.0,14.0,146171.0,474648.0,0.11159957,0.21184965,0.0080340458,0.00014483957,initial.bhinfo0173,3.432131665678181,15.944949679077789,0.00234168,9.08703e-06
4.0,1.0,2.0,0.02,13440.427176576,1.0021396,34.160275,11.0,14.0,146171.0,474648.0,0.26532891,0.57998166,0.0080340458,0.00014483957,initial.bhinfo0167,8.159921707860308,37.909251069287805,0.000984931,3.82208e-06
4.0,1.0,2.0,0.02,13394.218077408003,34.160252,1.2987128,14.0,12.0,581692.0,162459.0,1.1822364,0.7414394,0.00014483947,0.0032723233,initial.bhinfo0163,164.77069265305605,39.3734894067738,8.79356e-07,8.314e-05
4.0,1.0,2.0,0.02,13514.762505648,0.78982457,34.160275,11.0,14.0,69537.0,474648.0,0.076161005,0.79712724,0.010428614,0.00014483957,initial.bhinfo0177,2.175556148312765,11.110715988496022,0.00479528,1.30408e-05
4.0,1.0,2.0,0.02,13571.492302608001,0.83268132,34.160275,11.0,14.0,175642.0,474651.0,0.1389106,0.67422133,0.0099371542,0.00014483957,initial.bhinfo0188,4.033775069427892,20.174602259566072,0.00246438,7.18191e-06
4.0,1.0,2.0,0.02,363.56861811360005,9.2519844,0.81412195,14.0,11.0,671151.0,400405.0,6.8505061,0.0,3.9228414e-05,0.010148941,initial.bhinfo0003,866.4396879638076,293.42492978501105,4.52919e-08,3.46004e-05
4.0,1.0,2.0,0.02,310.21858144320004,9.2519844,0.81412195,14.0,11.0,671151.0,400405.0,6.8505061,0.0,3.9228414e-05,0.010148941,initial.bhinfo0002,866.4396879638076,293.42492978501105,4.52919e-08,3.46004e-05
4.0,1.0,2.0,0.02,13627.602203952001,1.0311769,34.869317,11.0,14.0,7993.0,471430.0,0.32602838,0.67574057,0.007705375,0.0001478459,initial.bhinfo0200,10.051531231171408,46.547592413152906,0.000766866,3.17738e-06
4.0,1.0,2.0,0.02,13578.021947664,0.83268132,34.160275,11.0,14.0,175642.0,474651.0,0.070528321,0.74278611,0.0099371542,0.00014483957,initial.bhinfo0189,2.0480466065110057,10.243140726553635,0.00485378,1.41453e-05
4.0,1.0,2.0,0.02,13510.028717472,0.78982457,34.160275,11.0,14.0,69537.0,474648.0,0.07868199,0.84577086,0.010428614,0.00014483957,initial.bhinfo0176,2.24756864889038,11.478488818519187,0.00464164,1.26229e-05
4.0,1.0,2.0,0.02,13499.014469424,0.78982457,34.160275,11.0,14.0,69537.0,474648.0,0.083552583,0.77319533,0.010428614,0.00014483957,initial.bhinfo0174,2.3866982276962156,12.189033217435101,0.00437106,1.18871e-05
4.0,1.0,2.0,0.02,13367.727033984002,0.5672156,34.160218,11.0,14.0,167634.0,223019.0,2.2966557,0.77258943,0.013230675,0.00014483932,initial.bhinfo0160,59.147841009365905,343.8814242600377,0.000223769,4.21343e-07
4.0,1.0,2.0,0.02,13376.207948016001,0.5672156,34.160218,11.0,14.0,167634.0,223019.0,0.63835253,0.65507509,0.013230675,0.00014483932,initial.bhinfo0161,16.440067160422206,95.58140438568934,0.000805075,1.5159e-06
4.0,1.0,2.0,0.02,13504.724403312,0.78982457,34.160275,11.0,14.0,69537.0,474648.0,0.08104243,0.73737906,0.010428614,0.00014483957,initial.bhinfo0175,2.3149951456221842,11.822840609148601,0.00450645,1.22553e-05
4.0,1.0,2.0,0.02,12721.88738424,1.279868,29.34762,12.0,14.0,242330.0,426520.0,6.6861551,0.72153014,0.0036452933,0.00012443391,initial.bhinfo0112,232.19140634989625,918.8232335679209,1.57052e-05,1.35477e-07
4.0,1.0,2.0,0.02,12615.933581088002,0.89655411,29.347609,11.0,14.0,621246.0,426514.0,1.1660265,0.0,0.0092168491,0.00012443386,initial.bhinfo0106,36.311149183851235,165.9773105794076,0.000253922,7.49976e-07
4.0,1.0,2.0,0.02,11251.480522752001,24.568327,1.3221322,14.0,12.0,450082.0,574216.0,0.18904957,0.96806871,0.00010416971,0.002748591,initial.bhinfo0072,25.391182830039646,6.996313119250382,4.10408e-06,0.000393005
4.0,1.0,2.0,0.02,12476.548649616001,28.743718,1.3631136,14.0,12.0,426506.0,469848.0,0.37939753,0.68689077,0.00012187337,0.0014734464,initial.bhinfo0099,51.67357311224065,13.514731002252315,2.35938e-06,0.000109065
4.0,1.0,2.0,0.02,12452.476133904,28.743718,1.3631136,14.0,12.0,426506.0,469848.0,0.81219656,0.74661172,0.00012187337,0.0014734464,initial.bhinfo0098,110.62037837903253,28.931706617475033,1.10213e-06,5.09469e-05
4.0,1.0,2.0,0.02,11296.988952912001,0.83066337,25.886761,11.0,14.0,289080.0,430632.0,0.60033577,0.59451534,0.0099601134,0.00010975987,initial.bhinfo0073,18.980217730316433,85.06229269016572,0.000524953,1.29082e-06
4.0,1.0,2.0,0.02,12598.290948720001,1.0955066,28.780949,11.0,14.0,80675.0,426508.0,70.214268,0.95721605,0.0069628729,0.00012203122,initial.bhinfo0105,2339.285724683353,9784.735356278345,2.97758e-06,1.24761e-08
4.0,1.0,2.0,0.02,10474.975670208001,1.358834,18.904995,12.0,14.0,92949.0,420138.0,3.0013723,0.99148864,0.0016509253,8.0157181e-05,initial.bhinfo0059,121.110039349276,389.5476654011469,1.36366e-05,2.05845e-07
4.0,1.0,2.0,0.02,11195.941293456,24.568327,1.3221322,14.0,12.0,450082.0,574216.0,0.29107823,0.74275544,0.00010416971,0.002748591,initial.bhinfo0071,39.094617119596364,10.772171760439234,2.66552e-06,0.000255249
4.0,1.0,2.0,0.02,11142.706808016,24.568327,1.3221322,14.0,12.0,450082.0,574216.0,1.1400928,0.82593123,0.00010416971,0.002748591,initial.bhinfo0070,153.1254724779952,42.19235311565586,6.80537e-07,6.5168e-05
4.0,1.0,2.0,0.02,10385.66454528,1.1302737,18.904995,11.0,14.0,224583.0,421108.0,16.493685,0.22545342,0.006549105,8.0157181e-05,initial.bhinfo0058,629.9944637691469,2188.6595951938425,1.03993e-05,3.66372e-08
4.0,1.0,2.0,0.02,12693.918903456002,1.1566248,29.34762,11.0,14.0,235639.0,426517.0,0.83223191,0.87992368,0.0062272592,0.00012443391,initial.bhinfo0110,28.02324407715277,115.56951642913863,0.000222298,1.07709e-06
4.0,1.0,2.0,0.02,12995.733721872002,1.3006152,33.14258,12.0,14.0,203896.0,438660.0,0.84233331,0.61599553,0.0032326127,0.00014052454,initial.bhinfo0128,28.326376221173387,117.02302272825395,0.000114162,1.20126e-06
4.0,1.0,2.0,0.02,10581.056402976,1.020338,18.904995,11.0,14.0,322860.0,420140.0,0.25785538,0.9584129,0.0078284062,8.0157181e-05,initial.bhinfo0060,9.551058780827045,34.621054220752704,0.000819935,2.31611e-06
4.0,1.0,2.0,0.02,10654.768623024,1.020338,18.904995,11.0,14.0,322860.0,420140.0,0.10564728,0.94791154,0.0078284062,8.0157181e-05,initial.bhinfo0061,3.913214381311312,14.184773686533287,0.00200123,5.65298e-06
4.0,1.0,2.0,0.02,13013.115191808001,1.3006152,33.14258,12.0,14.0,203896.0,438661.0,1.1252586,0.98107941,0.0032326127,0.00014052454,initial.bhinfo0129,37.84071942935612,156.32904594852505,8.54579e-05,8.99229e-07
4.0,1.0,2.0,0.02,10767.922504992,0.88860216,22.480376,11.0,14.0,382397.0,533538.0,1.5336879,0.94004831,0.0093060094,9.5316795e-05,initial.bhinfo0063,51.689586529308436,212.91461744616927,0.000180102,4.47839e-07
4.0,1.0,2.0,0.02,12978.27790536,1.0101318,33.14258,11.0,14.0,422209.0,438660.0,1.0149337,0.89188562,0.0079438643,0.00014052454,initial.bhinfo0127,31.583274921120896,144.50131920469843,0.000251613,9.72832e-07
4.0,1.0,2.0,0.02,11927.043466176,1.3746485,28.665316,12.0,14.0,264317.0,427634.0,20.387217,0.85019081,0.00082772923,0.00012154094,initial.bhinfo0085,728.6819332911818,2773.363564276528,1.13634e-06,4.38403e-08
