#N,#rv,#rg,#z,#t_snapshot[myr],#M1[MSUN],#M2[MSUN],#k1,#k2,#id1,#id2,#sma[AU],#ecc,#bin_star_radius0[RSUN],#bin_star_radius1[RSUN],#snapshot, #roche_lobe1_calc[RSUN], #roche_lobe2_calc[RSUN],#radrol0,#radrol1
32.0,1.0,20.0,0.02,692.9730533080001,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.020743862,0.2131747,3.4408232e-05,0.0097241074,initial.bhinfo0039,2.5619550733609455,0.9352951855478138,1.34353e-05,0.0104006
32.0,1.0,20.0,0.02,358.61641004850003,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.02609733,7.864085e-08,3.4408232e-05,0.0097241074,initial.bhinfo0005,3.2231311119730166,1.1766713018362989,1.06793e-05,0.00826708
32.0,1.0,20.0,0.02,418.4493820695,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025933327,7.7859799e-08,3.4408232e-05,0.0097241074,initial.bhinfo0011,3.2028760448164566,1.1692767667051163,1.07468e-05,0.00831936
32.0,1.0,20.0,0.02,412.773219746,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025949019,7.7934409e-08,3.4408232e-05,0.0097241074,initial.bhinfo0010,3.204814073473376,1.1699842845266109,1.07403e-05,0.00831433
32.0,1.0,20.0,0.02,346.96966128549997,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.026128897,7.8791514e-08,3.4408232e-05,0.0097241074,initial.bhinfo0004,3.227029770564208,1.1780945885474323,1.06664e-05,0.0082571
32.0,1.0,20.0,0.02,685.7998713300001,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.020795702,0.21389433,3.4408232e-05,0.0097241074,initial.bhinfo0038,2.5683575335683564,0.9376325373108941,1.34018e-05,0.0103747
32.0,1.0,20.0,0.02,3095.380592338,0.019628988,6.6258751,10.0,14.0,3477959.0,1651995.0,0.0030439371,0.0,0.048063029,2.809371e-05,initial.bhinfo0212,0.04513452907392982,0.4989550000414998,1.06527,5.63255e-05
32.0,1.0,20.0,0.02,3559.6556794300004,0.01023525,6.6352688,10.0,14.0,3477959.0,1651995.0,0.004762233,0.0,0.059770776,2.813354e-05,initial.bhinfo0238,0.057083657627408496,0.7961269176948208,1.04745,3.53508e-05
32.0,1.0,20.0,0.02,3067.9567582970003,0.025560292,6.6199438,10.0,14.0,3477959.0,1651995.0,0.002534109,0.0,0.043983416,2.8068562e-05,initial.bhinfo0210,0.04094538352445074,0.41130440245031086,1.07459,6.82676e-05
32.0,1.0,20.0,0.02,427.19160253900003,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025909102,7.7744675e-08,3.4408232e-05,0.0097241074,initial.bhinfo0012,3.1998841544128194,1.1681845146514778,1.07569e-05,0.00832714
32.0,1.0,20.0,0.02,369.6481219115,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.026067324,7.8497734e-08,3.4408232e-05,0.0097241074,initial.bhinfo0006,3.219425243512685,1.1753183971873213,1.06916e-05,0.0082766
32.0,1.0,20.0,0.02,381.178245129,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.026035851,7.8347726e-08,3.4408232e-05,0.0097241074,initial.bhinfo0007,3.2155381943207897,1.1738993487297704,1.07045e-05,0.0082866
32.0,1.0,20.0,0.02,436.9762113545,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025881908,7.7615514e-08,3.4408232e-05,0.0097241074,initial.bhinfo0013,3.1965255798973806,1.16695839690755,1.07682e-05,0.00833589
32.0,1.0,20.0,0.02,3078.620969079,0.022327212,6.6231769,10.0,14.0,3477959.0,1651995.0,0.0027840101,0.0,0.046029118,2.808227e-05,initial.bhinfo0211,0.043048122613212156,0.45422463124204965,1.06964,6.18471e-05
32.0,1.0,20.0,0.02,3582.70832057,0.01011504,6.635389,10.0,14.0,3477959.0,1651995.0,0.0048008408,0.0,0.060007263,2.813405e-05,initial.bhinfo0239,0.05732422940221259,0.8028244817621425,1.04718,3.50566e-05
32.0,1.0,20.0,0.02,3135.6188524565,0.01650787,6.6289962,10.0,14.0,3477959.0,1651995.0,0.0034305754,0.0,0.050936172,2.8106944e-05,initial.bhinfo0215,0.048075449134364776,0.5656272220930434,1.05989,4.97097e-05
32.0,1.0,20.0,0.02,3387.1818074250004,0.011429222,6.6340749,10.0,14.0,3477959.0,1651995.0,0.0044160256,0.0,0.057606177,2.8128477e-05,initial.bhinfo0229,0.054880474293705205,0.7360997006122061,1.05005,3.82267e-05
32.0,1.0,20.0,0.02,482.9848071885,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025752875,7.7003734e-08,3.4408232e-05,0.0097241074,initial.bhinfo0017,3.1805894562873713,1.1611405822847576,1.08221e-05,0.00837766
32.0,1.0,20.0,0.02,332.34914297800003,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.026168363,7.8980027e-08,3.4408232e-05,0.0097241074,initial.bhinfo0003,3.2319039892089934,1.1798740238229286,1.06503e-05,0.00824464
32.0,1.0,20.0,0.02,325.69190751945,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.026186274,7.9065637e-08,3.4408232e-05,0.0097241074,initial.bhinfo0002,3.2341160737918435,1.1806815914816582,1.0643e-05,0.008239
32.0,1.0,20.0,0.02,470.80274485700005,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025787229,7.716644e-08,3.4408232e-05,0.0097241074,initial.bhinfo0016,3.184832321217259,1.1626895287058392,1.08077e-05,0.0083665
32.0,1.0,20.0,0.02,3364.28821615,0.011645949,6.6338581,10.0,14.0,3477959.0,1651995.0,0.004359587,0.0,0.057245441,2.8127558e-05,initial.bhinfo0228,0.054513088471549814,0.7263198692804845,1.0505,3.87402e-05
32.0,1.0,20.0,0.02,3124.1361466,0.017164427,6.6283397,10.0,14.0,3477959.0,1651995.0,0.003339553,0.0,0.050274779,2.810416e-05,initial.bhinfo0214,0.04739905685015276,0.549918220287153,1.06106,5.11246e-05
32.0,1.0,20.0,0.02,3143.801852278,0.016105747,6.6293983,10.0,14.0,3477959.0,1651995.0,0.0034893657,0.0,0.051358763,2.8108649e-05,initial.bhinfo0216,0.0485074497734626,0.5757773784154779,1.05917,4.88363e-05
32.0,1.0,20.0,0.02,301.9862658308,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.026249756,0.0,3.4408232e-05,0.0097241074,initial.bhinfo0000,3.2419563704524705,1.1835438554597424,1.06173e-05,0.00821908
32.0,1.0,20.0,0.02,301.9862658308,8.2198111,0.79494004,14.0,11.0,362626.0,502375.0,5.9754183,0.10219655,3.4851999e-05,0.010369482,initial.bhinfo0000,746.2836278747353,263.1083527427857,4.67177e-08,3.94258e-05
32.0,1.0,20.0,0.02,450.06079073700005,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025845408,7.7442277e-08,3.4408232e-05,0.0097241074,initial.bhinfo0014,3.1920176748516536,1.1653126920589305,1.07834e-05,0.00834766
32.0,1.0,20.0,0.02,592.421067325,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025437906,9.1888354e-08,3.4408232e-05,0.0097241074,initial.bhinfo0028,3.1416894468531864,1.1469393217240766,1.09561e-05,0.00848139
32.0,1.0,20.0,0.02,598.081589194,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025421294,9.1793357e-08,3.4408232e-05,0.0097241074,initial.bhinfo0029,3.139637794288266,1.1461903231228365,1.09633e-05,0.00848693
32.0,1.0,20.0,0.02,463.7727738905,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025806991,7.7260097e-08,3.4408232e-05,0.0097241074,initial.bhinfo0015,3.18727301216284,1.1635805538899056,1.07994e-05,0.00836009
32.0,1.0,20.0,0.02,317.38424037965,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.026208574,7.9172272e-08,3.4408232e-05,0.0097241074,initial.bhinfo0001,3.236870218518411,1.1816870495124585,1.0634e-05,0.00823199
32.0,1.0,20.0,0.02,3166.0308399695,0.015208723,6.6302954,10.0,14.0,3477959.0,1651995.0,0.0036297828,0.0,0.052354094,2.8112452e-05,initial.bhinfo0217,0.049524430952180606,0.6000321223160148,1.05752,4.68686e-05
32.0,1.0,20.0,0.02,3991.079926235,0.0086887449,6.6368153,10.0,14.0,3477959.0,1651995.0,0.0053257536,0.0,0.063133664,2.8140097e-05,initial.bhinfo0258,0.06050240906708606,0.8939470395890621,1.04387,3.14899e-05
32.0,1.0,20.0,0.02,4117.275908830001,0.0084014464,6.6371026,10.0,14.0,3477959.0,1651995.0,0.0054492655,0.0,0.063846798,2.8141315e-05,initial.bhinfo0264,0.061226811799911796,0.915403572765731,1.04317,3.07531e-05
32.0,1.0,20.0,0.02,1093.2537162875,10.430223,0.65214007,14.0,11.0,626944.0,1516519.0,0.22557584,0.77301585,4.4224145e-05,0.012093967,initial.bhinfo0072,29.776022414289066,8.7322760066988,1.48577e-06,0.00138548
32.0,1.0,20.0,0.02,1103.166490857,10.430223,0.65214007,14.0,11.0,626944.0,1516519.0,0.22557222,0.77301253,4.4224145e-05,0.012093967,initial.bhinfo0073,29.775544574103964,8.732135872723708,1.48579e-06,0.0013855
32.0,1.0,20.0,0.02,4126.977950595,0.0083811539,6.6371229,10.0,14.0,3477959.0,1651995.0,0.005458256,0.0,0.063898394,2.8141401e-05,initial.bhinfo0265,0.06127921449273412,0.9169656165911212,1.04312,3.07008e-05
32.0,1.0,20.0,0.02,4008.2738449050003,0.0086468139,6.6368573,10.0,14.0,3477959.0,1651995.0,0.0053433525,0.0,0.063235774,2.8140275e-05,initial.bhinfo0259,0.060606143433620314,0.8970039936563835,1.04377,3.13828e-05
32.0,1.0,20.0,0.02,5231.983004985001,0.57503107,7.0799837,11.0,14.0,1068127.0,3494998.0,1.7436251,0.74559997,0.013121141,3.0019131e-05,initial.bhinfo0313,72.9459534412976,222.8421485642018,0.00017994,1.34759e-07
32.0,1.0,20.0,0.02,5231.983004985001,6.5322698,1.2294346,14.0,12.0,639981.0,659928.0,0.21590793,0.3311346,2.7696824e-05,0.0045157256,initial.bhinfo0313,24.418895895114677,11.492776507389372,1.13465e-06,0.000393061
32.0,1.0,20.0,0.02,5313.05974833,6.5322698,1.2294346,14.0,12.0,639981.0,659928.0,0.21748627,0.35065002,2.7696824e-05,0.0045157256,initial.bhinfo0316,24.597404021921758,11.57679152653514,1.12641e-06,0.000390209
32.0,1.0,20.0,0.02,4065.6802648899998,0.0085134312,6.6369906,10.0,14.0,3477959.0,1651995.0,0.0054002953,0.0,0.063565022,2.814084e-05,initial.bhinfo0262,0.06094060617251683,0.9068958014754769,1.04344,3.10411e-05
32.0,1.0,20.0,0.02,4065.6802648899998,7.7724838,0.58002719,14.0,11.0,3395573.0,3441976.0,1.0620058,0.94127845,3.2955331e-05,0.013051708,initial.bhinfo0262,137.194862552347,43.332792262802066,2.40295e-07,0.000301306
32.0,1.0,20.0,0.02,1117.2890276745,10.430223,0.65214007,14.0,11.0,626944.0,1516519.0,0.21770494,0.74564567,4.4224145e-05,0.012093967,initial.bhinfo0074,28.737063211829135,8.427585259581887,1.53948e-06,0.00143557
32.0,1.0,20.0,0.02,804.657537846,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.013302366,0.52910338,3.4408232e-05,0.0097241074,initial.bhinfo0048,1.6428987071647578,0.5997744718989613,2.09512e-05,0.0162188
32.0,1.0,20.0,0.02,818.1246305005,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.011597977,0.47915729,3.4408232e-05,0.0097241074,initial.bhinfo0049,1.432399425713185,0.5229273146048831,2.40301e-05,0.0186023
32.0,1.0,20.0,0.02,4087.6522928100003,0.0084648816,6.6370392,10.0,14.0,3477959.0,1651995.0,0.0054213929,0.0,0.063686573,2.8141046e-05,initial.bhinfo0263,0.06106407125261452,0.9105610612206513,1.04333,3.09164e-05
32.0,1.0,20.0,0.02,5335.76651388,6.5322698,1.2294346,14.0,12.0,639981.0,659928.0,0.21757812,0.6693778,2.7696824e-05,0.0045157256,initial.bhinfo0317,24.607792133131785,11.581680700926297,1.12594e-06,0.000390044
32.0,1.0,20.0,0.02,5283.56641432,6.5322698,1.2294346,14.0,12.0,639981.0,659928.0,0.21748657,0.35065054,2.7696824e-05,0.0045157256,initial.bhinfo0315,24.597437951517435,11.576807495531517,1.12641e-06,0.000390208
32.0,1.0,20.0,0.02,4049.94193355,0.0085490317,6.636955,10.0,14.0,3477959.0,1651995.0,0.0053849519,0.0,0.063476475,2.8140689e-05,initial.bhinfo0261,0.0608506607230487,0.9042303116584208,1.04353,3.11325e-05
32.0,1.0,20.0,0.02,3804.95157372,0.0092156236,6.6362885,10.0,14.0,3477959.0,1651995.0,0.0051160831,0.0,0.061904031,2.8137863e-05,initial.bhinfo0249,0.05925288640408466,0.8575358931226409,1.04512,3.28244e-05
32.0,1.0,20.0,0.02,3790.1946561,0.0092643437,6.6362397,10.0,14.0,3477959.0,1651995.0,0.0050977043,0.0,0.061795066,2.8137656e-05,initial.bhinfo0248,0.0591421310054634,0.8543450587715449,1.04524,3.29467e-05
32.0,1.0,20.0,0.02,4023.8934675100004,0.0086095401,6.6368945,10.0,14.0,3477959.0,1651995.0,0.0053591169,0.0,0.063327098,2.8140433e-05,initial.bhinfo0260,0.06069891877398465,0.8997423864670413,1.04368,3.12875e-05
32.0,1.0,20.0,0.02,5261.875120985001,6.5322698,1.2294346,14.0,12.0,639981.0,659928.0,0.21590764,0.33113411,2.7696824e-05,0.0045157256,initial.bhinfo0314,24.418863096505522,11.492761070692874,1.13465e-06,0.000393062
32.0,1.0,20.0,0.02,3720.015308495,0.0095141362,6.6359899,10.0,14.0,3477959.0,1651995.0,0.0050059493,0.0,0.06124813,2.8136597e-05,initial.bhinfo0245,0.05858613053619472,0.8384170560777459,1.04582,3.35714e-05
32.0,1.0,20.0,0.02,3838.9002879400005,0.0091079786,6.6363961,10.0,14.0,3477959.0,1651995.0,0.0051572715,0.0,0.062147528,2.8138319e-05,initial.bhinfo0251,0.05950036972605905,0.8646872959304068,1.04487,3.25534e-05
32.0,1.0,20.0,0.02,790.9280955805001,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.014929172,0.56927066,3.4408232e-05,0.0097241074,initial.bhinfo0047,1.8438161585570791,0.6731235820897394,1.86682e-05,0.0144515
32.0,1.0,20.0,0.02,853.1264466125001,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.0044531291,0.15992037,3.4408232e-05,0.0097241074,initial.bhinfo0053,0.5499803599771471,0.20078181236709294,6.25854e-05,0.0484488
32.0,1.0,20.0,0.02,844.0762447620001,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.0074370799,0.31333206,3.4408232e-05,0.0097241074,initial.bhinfo0052,0.9185109590873538,0.3353216013972912,3.74745e-05,0.0290099
32.0,1.0,20.0,0.02,779.5216741395001,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.016230518,0.59707165,3.4408232e-05,0.0097241074,initial.bhinfo0046,2.0045379174512514,0.7317984155673197,1.71714e-05,0.0132928
32.0,1.0,20.0,0.02,3830.21900903,0.0091349386,6.6363691,10.0,14.0,3477959.0,1651995.0,0.0051468797,0.0,0.062086185,2.8138205e-05,initial.bhinfo0250,0.05943802477490282,0.8628829401101257,1.04493,3.26214e-05
32.0,1.0,20.0,0.02,3694.410594885,0.0096136629,6.6358904,10.0,14.0,3477959.0,1651995.0,0.0049705022,0.0,0.061035508,2.8136175e-05,initial.bhinfo0244,0.05836995039609074,0.8322646209396993,1.04605,3.3819e-05
32.0,1.0,20.0,0.02,3867.80636091,0.0090208449,6.6364832,10.0,14.0,3477959.0,1651995.0,0.0051912113,0.0,0.062347449,2.8138689e-05,initial.bhinfo0252,0.05970354598318738,0.8705806459707244,1.04466,3.23335e-05
32.0,1.0,20.0,0.02,3749.0718340400003,0.0094068695,6.6360972,10.0,14.0,3477959.0,1651995.0,0.0050448527,0.0,0.061480628,2.8137052e-05,initial.bhinfo0246,0.058822496788708635,0.845169986902233,1.04557,3.33037e-05
32.0,1.0,20.0,0.02,825.643059805,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.01056651,0.44428591,3.4408232e-05,0.0097241074,initial.bhinfo0050,1.3050088697186262,0.4764207326023876,2.63759e-05,0.0204182
32.0,1.0,20.0,0.02,751.862307419,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.019284552,0.65057126,3.4408232e-05,0.0097241074,initial.bhinfo0044,2.381724089462848,0.8694981021878406,1.4452e-05,0.0111876
32.0,1.0,20.0,0.02,769.1559877195,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.017387737,0.61908414,3.4408232e-05,0.0097241074,initial.bhinfo0045,2.147459379618695,0.7839748791074481,1.60286e-05,0.0124081
32.0,1.0,20.0,0.02,834.67451295,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.0091919809,0.39159321,3.4408232e-05,0.0097241074,initial.bhinfo0051,1.1352486871052223,0.4144462338506427,3.032e-05,0.0234714
32.0,1.0,20.0,0.02,3770.540920495,0.0093311748,6.6361729,10.0,14.0,3477959.0,1651995.0,0.0050727541,0.0,0.061646828,2.8137373e-05,initial.bhinfo0247,0.05899144841305977,0.8500135481541882,1.04539,3.31143e-05
32.0,1.0,20.0,0.02,3891.0474811,0.0089535684,6.6365505,10.0,14.0,3477959.0,1651995.0,0.0052177931,0.0,0.062503576,2.8138974e-05,initial.bhinfo0253,0.059862204126581754,0.875196652899549,1.0445,3.21633e-05
32.0,1.0,20.0,0.02,3973.22831488,0.0087333181,6.6367708,10.0,14.0,3477959.0,1651995.0,0.0053072004,0.0,0.063025836,2.8139908e-05,initial.bhinfo0257,0.06039286016625087,0.8907244457842483,1.04398,3.16036e-05
32.0,1.0,20.0,0.02,3659.89809684,0.0097560325,6.635748,10.0,14.0,3477959.0,1651995.0,0.0049208478,0.0,0.060736398,2.8135572e-05,initial.bhinfo0243,0.05806580384944371,0.8236471591369066,1.04637,3.41721e-05
32.0,1.0,20.0,0.02,713.5182286865,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.020593767,0.21109054,3.4408232e-05,0.0097241074,initial.bhinfo0041,2.5434177032831795,0.9285277315956617,1.35333e-05,0.0104764
32.0,1.0,20.0,0.02,702.011847216,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.020678126,0.21226203,3.4408232e-05,0.0097241074,initial.bhinfo0040,2.5538363981257146,0.9323312936593521,1.3478e-05,0.0104337
32.0,1.0,20.0,0.02,3640.8296382850003,0.0098391463,6.6356649,10.0,14.0,3477959.0,1651995.0,0.0048924155,0.0,0.060564454,2.8135219e-05,initial.bhinfo0242,0.05789094633739338,0.8187132406667058,1.04656,3.43777e-05
32.0,1.0,20.0,0.02,3955.5721265399998,0.0087784891,6.6367256,10.0,14.0,3477959.0,1651995.0,0.0052885589,0.0,0.062917306,2.8139717e-05,initial.bhinfo0256,0.06028259420563378,0.88748664194972,1.04409,3.17187e-05
32.0,1.0,20.0,0.02,3606.54794441,0.0099974703,6.6355066,10.0,14.0,3477959.0,1651995.0,0.0048393487,0.0,0.060242202,2.8134548e-05,initial.bhinfo0240,0.05756320170702579,0.8095053822619253,1.04692,3.47679e-05
32.0,1.0,20.0,0.02,3906.76795653,0.0089093816,6.6365947,10.0,14.0,3477959.0,1651995.0,0.005235434,0.0,0.062606972,2.8139162e-05,initial.bhinfo0254,0.0599672707332901,0.8782601948652352,1.0444,3.20513e-05
32.0,1.0,20.0,0.02,728.9735769195,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.020479227,0.20949956,3.4408232e-05,0.0097241074,initial.bhinfo0042,2.5292715267369434,0.9233633745172813,1.3609e-05,0.010535
32.0,1.0,20.0,0.02,741.9852446694999,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.020356179,0.66623129,3.4408232e-05,0.0097241074,initial.bhinfo0043,2.514074576050185,0.9178154104018582,1.36912e-05,0.0105987
32.0,1.0,20.0,0.02,3928.80876277,0.0088491298,6.636655,10.0,14.0,3477959.0,1651995.0,0.0052597253,0.0,0.062749065,2.8139417e-05,initial.bhinfo0255,0.060111652555709584,0.8824788462778015,1.04425,3.18984e-05
32.0,1.0,20.0,0.02,3621.291304765,0.0099279067,6.6355762,10.0,14.0,3477959.0,1651995.0,0.0048624909,0.0,0.060382949,2.8134843e-05,initial.bhinfo0241,0.057706352714878506,0.8135207380246638,1.04676,3.45966e-05
32.0,1.0,20.0,0.02,3335.655603135,0.011947046,6.633557,10.0,14.0,3477959.0,1651995.0,0.0042840246,0.0,0.056758836,2.8126282e-05,initial.bhinfo0226,0.05401740759110324,0.7132289376806685,1.05113,3.94495e-05
32.0,1.0,20.0,0.02,3437.942191575,0.011009011,6.6344951,10.0,14.0,3477959.0,1651995.0,0.0045307098,0.0,0.058332234,2.8130259e-05,initial.bhinfo0232,0.055619720509987466,0.7559776508182166,1.04915,3.7224e-05
32.0,1.0,20.0,0.02,493.3053247695,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025723662,7.6865478e-08,3.4408232e-05,0.0097241074,initial.bhinfo0018,3.1769815266955677,1.1598234322644092,1.08344e-05,0.00838717
32.0,1.0,20.0,0.02,556.9267918285001,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025541342,9.2480647e-08,3.4408232e-05,0.0097241074,initial.bhinfo0024,3.1544642322315397,1.1516030238260444,1.09118e-05,0.00844704
32.0,1.0,20.0,0.02,606.6180037675,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025396179,9.1649811e-08,3.4408232e-05,0.0097241074,initial.bhinfo0030,3.1365359851040617,1.145057942923574,1.09741e-05,0.00849533
32.0,1.0,20.0,0.02,615.2979600175,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025370565,9.1503499e-08,3.4408232e-05,0.0097241074,initial.bhinfo0031,3.1333725473001914,1.1439030639100798,1.09852e-05,0.0085039
32.0,1.0,20.0,0.02,567.1856734534999,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025511575,9.2310052e-08,3.4408232e-05,0.0097241074,initial.bhinfo0025,3.150787881286439,1.15026089516224,1.09245e-05,0.0084569
32.0,1.0,20.0,0.02,500.71975993150005,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025702611,9.3406901e-08,3.4408232e-05,0.0097241074,initial.bhinfo0019,3.1743816387745367,1.1588742889008943,1.08433e-05,0.00839404
32.0,1.0,20.0,0.02,3459.8867743000005,0.010848404,6.6346557,10.0,14.0,3477959.0,1651995.0,0.0045764941,0.0,0.058619546,2.813094e-05,initial.bhinfo0233,0.055912182252933394,0.7639152098292139,1.0488,3.68381e-05
32.0,1.0,20.0,0.02,3347.25962998,0.011820588,6.6336835,10.0,14.0,3477959.0,1651995.0,0.0043153686,0.0,0.056961196,2.8126818e-05,initial.bhinfo0227,0.05422355543810059,0.7186587969559531,1.05087,3.91521e-05
32.0,1.0,20.0,0.02,3198.044138878,0.01424514,6.6312589,10.0,14.0,3477959.0,1651995.0,0.0037968817,0.0,0.05351409,2.8116538e-05,initial.bhinfo0219,0.05070880702228117,0.6289158029775703,1.0557,4.47226e-05
32.0,1.0,20.0,0.02,3425.112389575,0.011108347,6.6343957,10.0,14.0,3477959.0,1651995.0,0.0045029461,0.0,0.058157307,2.8129838e-05,initial.bhinfo0231,0.0554416391119131,0.7511648106418173,1.04936,3.74619e-05
32.0,1.0,20.0,0.02,3314.7135966900005,0.012192666,6.6333114,10.0,14.0,3477959.0,1651995.0,0.0042246992,0.0,0.056373809,2.812524e-05,initial.bhinfo0225,0.05362511125044971,0.702953264619793,1.05164,4.00246e-05
32.0,1.0,20.0,0.02,634.3980962795,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025313927,9.1180276e-08,3.4408232e-05,0.0097241074,initial.bhinfo0033,3.1263775137117005,1.1413493808630628,1.10098e-05,0.00852293
32.0,1.0,20.0,0.02,583.6369516,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025463622,9.2035477e-08,3.4408232e-05,0.0097241074,initial.bhinfo0027,3.1448654820903355,1.1480987996935863,1.09451e-05,0.00847282
32.0,1.0,20.0,0.02,574.5879401435,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025490032,9.2186662e-08,3.4408232e-05,0.0097241074,initial.bhinfo0026,3.148127229275477,1.1492895685991218,1.09337e-05,0.00846405
32.0,1.0,20.0,0.02,624.0783722945,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025344576,9.1355129e-08,3.4408232e-05,0.0097241074,initial.bhinfo0032,3.1301627954033853,1.1427312769700584,1.09965e-05,0.00851262
32.0,1.0,20.0,0.02,3300.7644936650004,0.012370407,6.6331337,10.0,14.0,3477959.0,1651995.0,0.0041829984,0.0,0.056101563,2.8124487e-05,initial.bhinfo0224,0.05334767943626642,0.6957315421080585,1.052,4.0439e-05
32.0,1.0,20.0,0.02,3411.3210137550004,0.011220052,6.634284,10.0,14.0,3477959.0,1651995.0,0.0044722164,0.0,0.057963068,2.8129364e-05,initial.bhinfo0230,0.055243881854899965,0.7458382720841509,1.0496,3.77288e-05
32.0,1.0,20.0,0.02,3178.6213727755,0.014793279,6.6307108,10.0,14.0,3477959.0,1651995.0,0.0036995981,0.0,0.052841893,2.8114214e-05,initial.bhinfo0218,0.05002258900279582,0.6120974081665759,1.05674,4.59476e-05
32.0,1.0,20.0,0.02,3485.79569971,0.010672266,6.6348318,10.0,14.0,3477959.0,1651995.0,0.0046280246,0.0,0.05894122,2.8131687e-05,initial.bhinfo0234,0.05623957620306803,0.7728502173522567,1.04842,3.64131e-05
32.0,1.0,20.0,0.02,3217.9076814255,0.013772278,6.6317318,10.0,14.0,3477959.0,1651995.0,0.0038859655,0.0,0.054122202,2.8118543e-05,initial.bhinfo0220,0.05132935430816007,0.6443225869041388,1.05479,4.36563e-05
32.0,1.0,20.0,0.02,661.4510895230001,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025233051,9.0719457e-08,3.4408232e-05,0.0097241074,initial.bhinfo0036,3.116388984164351,1.1377028596209544,1.10451e-05,0.00855025
32.0,1.0,20.0,0.02,531.335999215,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025615145,9.2904114e-08,3.4408232e-05,0.0097241074,initial.bhinfo0022,3.163579216234,1.1549306390299527,1.08803e-05,0.0084227
32.0,1.0,20.0,0.02,544.933076281,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025576011,9.2679482e-08,3.4408232e-05,0.0097241074,initial.bhinfo0023,3.158746000999493,1.1531661729054081,1.0897e-05,0.00843559
32.0,1.0,20.0,0.02,673.189697023,8.1151491,0.85146869,14.0,11.0,922290.0,3291970.0,0.025197714,9.0518386e-08,3.4408232e-05,0.0097241074,initial.bhinfo0037,3.112024714558847,1.13610959188847,1.10606e-05,0.00856224
32.0,1.0,20.0,0.02,3052.120814649,0.26331375,6.566754,10.0,14.0,3477959.0,1651995.0,0.0015342908,0.0,0.019180775,2.7843037e-05,initial.bhinfo0209,0.05193636303476652,0.2126877880989878,0.369447,0.000130958
32.0,1.0,20.0,0.02,3231.758543879,0.013482904,6.6320212,10.0,14.0,3477959.0,1651995.0,0.0039430424,0.0,0.054508208,2.811977e-05,initial.bhinfo0221,0.051723138701292144,0.654196743772417,1.05423,4.29993e-05
32.0,1.0,20.0,0.02,3506.2939537250004,0.010542064,6.634962,10.0,14.0,3477959.0,1651995.0,0.0046670376,0.0,0.059183578,2.8132239e-05,initial.bhinfo0235,0.05648620918633055,0.779615639829889,1.04813,3.60979e-05
