#N,#rv,#rg,#z,#t_snapshot[myr],#M1[MSUN],#M2[MSUN],#k1,#k2,#id1,#id2,#sma[AU],#ecc,#snapshot
2.0,0.5,8.0,0.02,2134.3225137788,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,9.2966037,0.88912691,initial.bhinfo0699
2.0,0.5,8.0,0.02,2135.0847991026,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,9.3766862,0.8868429,initial.bhinfo0700
2.0,0.5,8.0,0.02,2137.2274465144,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,9.5409188,0.87843879,initial.bhinfo0701
2.0,0.5,8.0,0.02,2139.5108155084004,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,9.2393983,0.8737252,initial.bhinfo0702
2.0,0.5,8.0,0.02,2141.8130622766,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,9.0684988,0.86984139,initial.bhinfo0703
2.0,0.5,8.0,0.02,2146.423968645,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.9290531,0.86135084,initial.bhinfo0704
2.0,0.5,8.0,0.02,2147.2285385798,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.9582531,0.88565857,initial.bhinfo0705
2.0,0.5,8.0,0.02,2148.9749531344005,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.9398184,0.88336968,initial.bhinfo0706
2.0,0.5,8.0,0.02,2150.4945939174,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.8333099,0.88860123,initial.bhinfo0707
2.0,0.5,8.0,0.02,2156.0065833422,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.8636125,0.89102439,initial.bhinfo0708
2.0,0.5,8.0,0.02,2156.0065833422,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568481,0.8667808,initial.bhinfo0708
2.0,0.5,8.0,0.02,2157.7432584082003,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.7036082,0.86740211,initial.bhinfo0709
2.0,0.5,8.0,0.02,2157.7432584082003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568473,0.86678079,initial.bhinfo0709
2.0,0.5,8.0,0.02,2162.0940041984,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.7030984,0.8734175,initial.bhinfo0710
2.0,0.5,8.0,0.02,2162.0940041984,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568455,0.86678076,initial.bhinfo0710
2.0,0.5,8.0,0.02,2162.9774519668003,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.7862932,0.87249041,initial.bhinfo0711
2.0,0.5,8.0,0.02,2162.9774519668003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568452,0.86678076,initial.bhinfo0711
2.0,0.5,8.0,0.02,2168.4377379336,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.7495978,0.88074162,initial.bhinfo0712
2.0,0.5,8.0,0.02,2168.4377379336,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568429,0.86678072,initial.bhinfo0712
2.0,0.5,8.0,0.02,2173.3761396162004,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.7803876,0.94929314,initial.bhinfo0713
2.0,0.5,8.0,0.02,2173.3761396162004,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568409,0.86678069,initial.bhinfo0713
2.0,0.5,8.0,0.02,2174.5158601834,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.7072464,0.956835,initial.bhinfo0714
2.0,0.5,8.0,0.02,2174.5158601834,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568404,0.86678068,initial.bhinfo0714
2.0,0.5,8.0,0.02,2177.7226769854,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.517726,0.96656763,initial.bhinfo0715
2.0,0.5,8.0,0.02,2177.7226769854,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568391,0.86678066,initial.bhinfo0715
2.0,0.5,8.0,0.02,2178.4405534476,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.5442052,0.96244258,initial.bhinfo0716
2.0,0.5,8.0,0.02,2178.4405534476,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568388,0.86678066,initial.bhinfo0716
2.0,0.5,8.0,0.02,2179.218991092,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.6634457,0.95391173,initial.bhinfo0717
2.0,0.5,8.0,0.02,2179.218991092,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568384,0.86678065,initial.bhinfo0717
2.0,0.5,8.0,0.02,2180.6848041664,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.6293546,0.95810014,initial.bhinfo0718
2.0,0.5,8.0,0.02,2180.6848041664,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568378,0.86678064,initial.bhinfo0718
2.0,0.5,8.0,0.02,2182.8883734822,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.6459745,0.95576348,initial.bhinfo0719
2.0,0.5,8.0,0.02,2182.8883734822,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568369,0.86678063,initial.bhinfo0719
2.0,0.5,8.0,0.02,2185.8074144482,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.7012188,0.92110233,initial.bhinfo0720
2.0,0.5,8.0,0.02,2185.8074144482,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568357,0.86678061,initial.bhinfo0720
2.0,0.5,8.0,0.02,2189.3366764592,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.7146328,0.92090185,initial.bhinfo0721
2.0,0.5,8.0,0.02,2189.3366764592,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568342,0.86678059,initial.bhinfo0721
2.0,0.5,8.0,0.02,2190.1038114872003,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.6888758,0.92327623,initial.bhinfo0722
2.0,0.5,8.0,0.02,2190.1038114872003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568339,0.86678058,initial.bhinfo0722
2.0,0.5,8.0,0.02,2192.3428517800003,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.7095865,0.919703,initial.bhinfo0723
2.0,0.5,8.0,0.02,2192.3428517800003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.8056833,0.86678057,initial.bhinfo0723
2.0,0.5,8.0,0.02,2194.6682248236,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.7624601,0.91689602,initial.bhinfo0724
2.0,0.5,8.0,0.02,2194.6682248236,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.8056832,0.86678055,initial.bhinfo0724
2.0,0.5,8.0,0.02,2196.5774451506,0.76378954,201.65182,11.0,14.0,3838.0,211279.0,8.7547184,0.90987683,initial.bhinfo0725
2.0,0.5,8.0,0.02,2196.5774451506,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568312,0.86678054,initial.bhinfo0725
2.0,0.5,8.0,0.02,2198.798168792,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.100933,0.81914314,initial.bhinfo0726
2.0,0.5,8.0,0.02,2198.798168792,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568303,0.86678053,initial.bhinfo0726
2.0,0.5,8.0,0.02,2199.9828593436,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.169674,0.83249547,initial.bhinfo0727
2.0,0.5,8.0,0.02,2199.9828593436,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568298,0.86678052,initial.bhinfo0727
2.0,0.5,8.0,0.02,2201.1792132334003,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.213958,0.82279075,initial.bhinfo0728
2.0,0.5,8.0,0.02,2201.1792132334003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568293,0.86678051,initial.bhinfo0728
2.0,0.5,8.0,0.02,2203.6820213224,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.215823,0.72114553,initial.bhinfo0729
2.0,0.5,8.0,0.02,2203.6820213224,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568283,0.86678049,initial.bhinfo0729
2.0,0.5,8.0,0.02,2204.4349278794,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.670525,0.72725835,initial.bhinfo0730
2.0,0.5,8.0,0.02,2204.4349278794,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.8056828,0.86678049,initial.bhinfo0730
2.0,0.5,8.0,0.02,2205.1809005618,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.686572,0.72053467,initial.bhinfo0731
2.0,0.5,8.0,0.02,2205.1809005618,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568277,0.86678048,initial.bhinfo0731
2.0,0.5,8.0,0.02,2209.9938912986,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.297921,0.73095813,initial.bhinfo0732
2.0,0.5,8.0,0.02,2209.9938912986,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568257,0.86678045,initial.bhinfo0732
2.0,0.5,8.0,0.02,2212.5987034966,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.133311,0.73155375,initial.bhinfo0733
2.0,0.5,8.0,0.02,2212.5987034966,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568246,0.86678044,initial.bhinfo0733
2.0,0.5,8.0,0.02,2215.2517722554,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.360918,0.73363142,initial.bhinfo0734
2.0,0.5,8.0,0.02,2215.2517722554,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568235,0.86678042,initial.bhinfo0734
2.0,0.5,8.0,0.02,2215.9572238556,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.275926,0.74425651,initial.bhinfo0735
2.0,0.5,8.0,0.02,2215.9572238556,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568232,0.86678041,initial.bhinfo0735
2.0,0.5,8.0,0.02,2218.0244804112003,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.796972,0.72961281,initial.bhinfo0736
2.0,0.5,8.0,0.02,2218.0244804112003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568223,0.8667804,initial.bhinfo0736
2.0,0.5,8.0,0.02,2224.6477735414,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.872423,0.72294654,initial.bhinfo0737
2.0,0.5,8.0,0.02,2224.6477735414,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568196,0.86678036,initial.bhinfo0737
2.0,0.5,8.0,0.02,2227.2435276142,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.878975,0.70950395,initial.bhinfo0738
2.0,0.5,8.0,0.02,2227.2435276142,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568185,0.86678034,initial.bhinfo0738
2.0,0.5,8.0,0.02,2229.1336296858003,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.899186,0.71095826,initial.bhinfo0739
2.0,0.5,8.0,0.02,2229.1336296858003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568177,0.86678033,initial.bhinfo0739
2.0,0.5,8.0,0.02,2229.8620472406,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.981383,0.70000838,initial.bhinfo0740
2.0,0.5,8.0,0.02,2229.8620472406,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568174,0.86678032,initial.bhinfo0740
2.0,0.5,8.0,0.02,2231.9685022318004,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.992755,0.70392095,initial.bhinfo0741
2.0,0.5,8.0,0.02,2231.9685022318004,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568166,0.86678031,initial.bhinfo0741
2.0,0.5,8.0,0.02,2233.3274214128,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,13.158337,0.70359401,initial.bhinfo0742
2.0,0.5,8.0,0.02,2233.3274214128,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.8056816,0.8667803,initial.bhinfo0742
2.0,0.5,8.0,0.02,2234.9137556486003,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,13.229349,0.75399258,initial.bhinfo0743
2.0,0.5,8.0,0.02,2234.9137556486003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568153,0.86678029,initial.bhinfo0743
2.0,0.5,8.0,0.02,2238.4640998448003,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,13.134662,0.76176605,initial.bhinfo0744
2.0,0.5,8.0,0.02,2238.4640998448003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568139,0.86678027,initial.bhinfo0744
2.0,0.5,8.0,0.02,2241.5010968394,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,13.18612,0.71872507,initial.bhinfo0745
2.0,0.5,8.0,0.02,2241.5010968394,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568126,0.86678025,initial.bhinfo0745
2.0,0.5,8.0,0.02,2244.2681136068004,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,13.265966,0.7142414,initial.bhinfo0746
2.0,0.5,8.0,0.02,2244.2681136068004,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568115,0.86678023,initial.bhinfo0746
2.0,0.5,8.0,0.02,2245.4385756874,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.902684,0.70554573,initial.bhinfo0747
2.0,0.5,8.0,0.02,2245.4385756874,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.8056811,0.86678022,initial.bhinfo0747
2.0,0.5,8.0,0.02,2246.1963319486003,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.835491,0.70885633,initial.bhinfo0748
2.0,0.5,8.0,0.02,2246.1963319486003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568107,0.86678022,initial.bhinfo0748
2.0,0.5,8.0,0.02,2249.8205840336,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.78694,0.71067452,initial.bhinfo0749
2.0,0.5,8.0,0.02,2249.8205840336,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.80568091,0.86678019,initial.bhinfo0749
2.0,0.5,8.0,0.02,2252.1218688770005,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.760196,0.71109554,initial.bhinfo0750
2.0,0.5,8.0,0.02,2252.1218688770005,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.81550649,0.86495407,initial.bhinfo0750
2.0,0.5,8.0,0.02,2252.8238334998,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.767598,0.71871699,initial.bhinfo0751
2.0,0.5,8.0,0.02,2252.8238334998,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.81550646,0.86495407,initial.bhinfo0751
2.0,0.5,8.0,0.02,2255.5337760624,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.649418,0.89092035,initial.bhinfo0752
2.0,0.5,8.0,0.02,2255.5337760624,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.81550636,0.86495405,initial.bhinfo0752
2.0,0.5,8.0,0.02,2257.118066208,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.559361,0.89890964,initial.bhinfo0753
2.0,0.5,8.0,0.02,2257.118066208,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.8155063,0.86495404,initial.bhinfo0753
2.0,0.5,8.0,0.02,2258.4146205978004,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.847076,0.93804481,initial.bhinfo0754
2.0,0.5,8.0,0.02,2258.4146205978004,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.81550625,0.86495403,initial.bhinfo0754
2.0,0.5,8.0,0.02,2260.5221176742,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,13.118236,0.94485841,initial.bhinfo0755
2.0,0.5,8.0,0.02,2260.5221176742,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.81550617,0.86495402,initial.bhinfo0755
2.0,0.5,8.0,0.02,2266.0654898956,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,13.521984,0.94178908,initial.bhinfo0756
2.0,0.5,8.0,0.02,2266.0654898956,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.81550596,0.86495399,initial.bhinfo0756
2.0,0.5,8.0,0.02,2266.0654898956,0.71451254,7.5712058,11.0,14.0,111033.0,331897.0,13.206738,0.77345094,initial.bhinfo0756
2.0,0.5,8.0,0.02,2267.2164329188,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,13.455758,0.94135491,initial.bhinfo0757
2.0,0.5,8.0,0.02,2267.2164329188,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.81550592,0.86495398,initial.bhinfo0757
2.0,0.5,8.0,0.02,2267.2164329188,0.71451254,7.5712058,11.0,14.0,111033.0,331897.0,13.206738,0.77345094,initial.bhinfo0757
2.0,0.5,8.0,0.02,2269.1443306190004,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,13.50293,0.9320263,initial.bhinfo0758
2.0,0.5,8.0,0.02,2269.1443306190004,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.81550584,0.86495397,initial.bhinfo0758
2.0,0.5,8.0,0.02,2269.1443306190004,0.71451254,7.5712058,11.0,14.0,111033.0,331897.0,13.604902,0.82055301,initial.bhinfo0758
2.0,0.5,8.0,0.02,2272.3322295666003,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.438738,0.93573983,initial.bhinfo0759
2.0,0.5,8.0,0.02,2272.3322295666003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.81550572,0.86495395,initial.bhinfo0759
2.0,0.5,8.0,0.02,2272.3322295666003,0.71451254,7.5712058,11.0,14.0,111033.0,331897.0,13.604902,0.82055301,initial.bhinfo0759
2.0,0.5,8.0,0.02,2273.029705207,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.482383,0.93773221,initial.bhinfo0760
2.0,0.5,8.0,0.02,2273.029705207,0.71451254,7.5712058,11.0,14.0,111033.0,331897.0,13.604902,0.82055301,initial.bhinfo0760
2.0,0.5,8.0,0.02,2273.029705207,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.81550569,0.86495395,initial.bhinfo0760
2.0,0.5,8.0,0.02,2276.5412517696,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,12.043848,0.9440231,initial.bhinfo0761
2.0,0.5,8.0,0.02,2276.5412517696,0.71451254,7.5712058,11.0,14.0,111033.0,331897.0,13.48538,0.81515018,initial.bhinfo0761
2.0,0.5,8.0,0.02,2276.5412517696,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.82263703,0.8792414,initial.bhinfo0761
2.0,0.5,8.0,0.02,2278.8216548288,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.512614,0.96581678,initial.bhinfo0762
2.0,0.5,8.0,0.02,2278.8216548288,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.8226369,0.87924138,initial.bhinfo0762
2.0,0.5,8.0,0.02,2278.8216548288,0.71451254,7.5712058,11.0,14.0,111033.0,331897.0,13.466946,0.76993275,initial.bhinfo0762
2.0,0.5,8.0,0.02,2281.8075094882,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.504177,0.96797902,initial.bhinfo0763
2.0,0.5,8.0,0.02,2281.8075094882,0.71451254,7.5712058,11.0,14.0,111033.0,331897.0,12.554314,0.81127777,initial.bhinfo0763
2.0,0.5,8.0,0.02,2281.8075094882,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.82263674,0.87924136,initial.bhinfo0763
2.0,0.5,8.0,0.02,2286.0556098862003,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.704483,0.97063371,initial.bhinfo0764
2.0,0.5,8.0,0.02,2286.0556098862003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76476437,0.83807042,initial.bhinfo0764
2.0,0.5,8.0,0.02,2286.0556098862003,0.71451254,7.5712058,11.0,14.0,111033.0,331897.0,12.089635,0.80807842,initial.bhinfo0764
2.0,0.5,8.0,0.02,2286.7684362432,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.626635,0.96991848,initial.bhinfo0765
2.0,0.5,8.0,0.02,2286.7684362432,0.71451254,7.5712058,11.0,14.0,111033.0,331897.0,12.089635,0.80807842,initial.bhinfo0765
2.0,0.5,8.0,0.02,2286.7684362432,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76476435,0.83807041,initial.bhinfo0765
2.0,0.5,8.0,0.02,2288.6082376638,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.378849,0.97328662,initial.bhinfo0766
2.0,0.5,8.0,0.02,2288.6082376638,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.7647643,0.8380704,initial.bhinfo0766
2.0,0.5,8.0,0.02,2288.6082376638,0.71451254,7.5712058,11.0,14.0,111033.0,331897.0,8.459862,0.74002708,initial.bhinfo0766
2.0,0.5,8.0,0.02,2290.2112051825998,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.427089,0.97254914,initial.bhinfo0767
2.0,0.5,8.0,0.02,2290.2112051825998,0.71451254,7.5712058,11.0,14.0,111033.0,331897.0,8.459862,0.74002708,initial.bhinfo0767
2.0,0.5,8.0,0.02,2290.2112051825998,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002789,0.88073194,initial.bhinfo0767
2.0,0.5,8.0,0.02,2291.5874390100003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002779,0.88073193,initial.bhinfo0768
2.0,0.5,8.0,0.02,2291.5874390100003,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.525913,0.97192188,initial.bhinfo0768
2.0,0.5,8.0,0.02,2292.8392638966,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.619282,0.96675054,initial.bhinfo0769
2.0,0.5,8.0,0.02,2292.8392638966,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.7600277,0.88073191,initial.bhinfo0769
2.0,0.5,8.0,0.02,2294.239145042,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.582353,0.96283889,initial.bhinfo0770
2.0,0.5,8.0,0.02,2294.239145042,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.7600276,0.8807319,initial.bhinfo0770
2.0,0.5,8.0,0.02,2294.8891657256,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.629,0.96580512,initial.bhinfo0771
2.0,0.5,8.0,0.02,2294.8891657256,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002755,0.88073189,initial.bhinfo0771
2.0,0.5,8.0,0.02,2296.8835965578,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.606045,0.96881787,initial.bhinfo0772
2.0,0.5,8.0,0.02,2296.8835965578,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002741,0.88073187,initial.bhinfo0772
2.0,0.5,8.0,0.02,2304.1420005372,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.249103,0.9736952,initial.bhinfo0773
2.0,0.5,8.0,0.02,2304.1420005372,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002688,0.88073179,initial.bhinfo0773
2.0,0.5,8.0,0.02,2305.4250078194,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.2802,0.97787394,initial.bhinfo0774
2.0,0.5,8.0,0.02,2305.4250078194,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002678,0.88073177,initial.bhinfo0774
2.0,0.5,8.0,0.02,2306.0658501372,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.448365,0.97924674,initial.bhinfo0775
2.0,0.5,8.0,0.02,2306.0658501372,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002674,0.88073177,initial.bhinfo0775
2.0,0.5,8.0,0.02,2307.9720644492004,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.384153,0.98076883,initial.bhinfo0776
2.0,0.5,8.0,0.02,2307.9720644492004,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.7600266,0.88073175,initial.bhinfo0776
2.0,0.5,8.0,0.02,2311.4771180194,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.379002,0.98238088,initial.bhinfo0777
2.0,0.5,8.0,0.02,2311.4771180194,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002634,0.88073171,initial.bhinfo0777
2.0,0.5,8.0,0.02,2313.0285424010003,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.280943,0.97808063,initial.bhinfo0778
2.0,0.5,8.0,0.02,2313.0285424010003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002623,0.88073169,initial.bhinfo0778
2.0,0.5,8.0,0.02,2314.9457386878003,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.130854,0.97993197,initial.bhinfo0779
2.0,0.5,8.0,0.02,2314.9457386878003,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002609,0.88073167,initial.bhinfo0779
2.0,0.5,8.0,0.02,2317.9263829212,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.216654,0.40796583,initial.bhinfo0780
2.0,0.5,8.0,0.02,2317.9263829212,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002588,0.88073164,initial.bhinfo0780
2.0,0.5,8.0,0.02,2321.0380092482,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.156736,0.43071505,initial.bhinfo0781
2.0,0.5,8.0,0.02,2321.0380092482,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002565,0.8807316,initial.bhinfo0781
2.0,0.5,8.0,0.02,2321.6932002775998,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.256438,0.41797604,initial.bhinfo0782
2.0,0.5,8.0,0.02,2321.6932002775998,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.7600256,0.8807316,initial.bhinfo0782
2.0,0.5,8.0,0.02,2322.9164479816,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002551,0.88073158,initial.bhinfo0783
2.0,0.5,8.0,0.02,2322.9164479816,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.234063,0.41900935,initial.bhinfo0783
2.0,0.5,8.0,0.02,2323.5459075226,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.14374,0.43393955,initial.bhinfo0784
2.0,0.5,8.0,0.02,2323.5459075226,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002547,0.88073158,initial.bhinfo0784
2.0,0.5,8.0,0.02,2324.9701975098,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002536,0.88073156,initial.bhinfo0785
2.0,0.5,8.0,0.02,2324.9701975098,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.054204,0.43614101,initial.bhinfo0785
2.0,0.5,8.0,0.02,2325.6338454614,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.165813,0.42488136,initial.bhinfo0786
2.0,0.5,8.0,0.02,2325.6338454614,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002532,0.88073155,initial.bhinfo0786
2.0,0.5,8.0,0.02,2327.0849491024,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,11.191564,0.42426183,initial.bhinfo0787
2.0,0.5,8.0,0.02,2327.0849491024,0.94496477,7.5742975,11.0,14.0,111481.0,261130.0,0.76002521,0.88073154,initial.bhinfo0787
2.0,0.5,8.0,0.02,2334.3546957784,0.76378954,201.65182,11.0,14.0,3838.0,211280.0,10.88198,0.40129215,initial.bhinfo0788
