#N,#rv,#rg,#z,#t_snapshot[myr],#M1[MSUN],#M2[MSUN],#k1,#k2,#id1,#id2,#sma[AU],#ecc,#snapshot
16.0,2.0,20.0,0.0002,5265.2652170468,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7348789,0.19570897,initial.bhinfo0132
16.0,2.0,20.0,0.0002,5334.727017182,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7348789,0.19570897,initial.bhinfo0133
16.0,2.0,20.0,0.0002,5420.1381207418,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088955,0.18551656,initial.bhinfo0134
16.0,2.0,20.0,0.0002,5503.7483675338,19.152494,0.70077422,14.0,11.0,395282.0,873347.0,37.52545,0.74667389,initial.bhinfo0135
16.0,2.0,20.0,0.0002,5503.7483675338,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088955,0.18551656,initial.bhinfo0135
16.0,2.0,20.0,0.0002,5612.4352494036,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088955,0.18551656,initial.bhinfo0136
16.0,2.0,20.0,0.0002,5722.906642989399,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088955,0.18551656,initial.bhinfo0137
16.0,2.0,20.0,0.0002,5818.418847045999,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088955,0.18551656,initial.bhinfo0138
16.0,2.0,20.0,0.0002,5910.1174887137995,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088955,0.18551656,initial.bhinfo0139
16.0,2.0,20.0,0.0002,6073.785516190999,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088955,0.18551656,initial.bhinfo0140
16.0,2.0,20.0,0.0002,6153.157583036399,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088955,0.18551656,initial.bhinfo0141
16.0,2.0,20.0,0.0002,6249.3642749,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088955,0.18551656,initial.bhinfo0142
16.0,2.0,20.0,0.0002,6370.3953502844,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088955,0.18551656,initial.bhinfo0143
16.0,2.0,20.0,0.0002,6468.0256183262,16.846707,1.2074959,14.0,11.0,449627.0,508456.0,163.33415,0.74755314,initial.bhinfo0144
16.0,2.0,20.0,0.0002,6468.0256183262,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088954,0.18551656,initial.bhinfo0144
16.0,2.0,20.0,0.0002,6620.691303207999,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088954,0.18551656,initial.bhinfo0145
16.0,2.0,20.0,0.0002,6710.171758603599,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088954,0.18551656,initial.bhinfo0146
16.0,2.0,20.0,0.0002,6812.995436892,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088954,0.18551656,initial.bhinfo0147
16.0,2.0,20.0,0.0002,6901.705552119,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.7088954,0.18551656,initial.bhinfo0148
16.0,2.0,20.0,0.0002,6998.827708399,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333709,0.78685292,initial.bhinfo0149
16.0,2.0,20.0,0.0002,7105.751588923999,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333706,0.78685289,initial.bhinfo0150
16.0,2.0,20.0,0.0002,7180.850379954,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333705,0.78685286,initial.bhinfo0151
16.0,2.0,20.0,0.0002,7270.4000364779995,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333703,0.78685284,initial.bhinfo0152
16.0,2.0,20.0,0.0002,7361.155405914,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333701,0.78685281,initial.bhinfo0153
16.0,2.0,20.0,0.0002,7459.436574957999,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333699,0.78685278,initial.bhinfo0154
16.0,2.0,20.0,0.0002,7565.061696064,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333697,0.78685275,initial.bhinfo0155
16.0,2.0,20.0,0.0002,7663.746892146,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333695,0.78685272,initial.bhinfo0156
16.0,2.0,20.0,0.0002,7757.532110577999,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333693,0.78685269,initial.bhinfo0157
16.0,2.0,20.0,0.0002,7842.333918722,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333691,0.78685266,initial.bhinfo0158
16.0,2.0,20.0,0.0002,7937.307868194001,0.96439318,18.236368,11.0,14.0,1122834.0,1609558.0,168.9423,0.74214716,initial.bhinfo0159
16.0,2.0,20.0,0.0002,7937.307868194001,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333689,0.78685263,initial.bhinfo0159
16.0,2.0,20.0,0.0002,8024.487138418,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333687,0.78685261,initial.bhinfo0160
16.0,2.0,20.0,0.0002,8154.193969175999,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333684,0.78685257,initial.bhinfo0161
16.0,2.0,20.0,0.0002,8251.664253832,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333682,0.78685254,initial.bhinfo0162
16.0,2.0,20.0,0.0002,8343.437120432,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.333368,0.78685251,initial.bhinfo0163
16.0,2.0,20.0,0.0002,8512.058618456,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333677,0.78685246,initial.bhinfo0164
16.0,2.0,20.0,0.0002,8642.508406114,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333674,0.78685242,initial.bhinfo0165
16.0,2.0,20.0,0.0002,8776.27744217,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333671,0.78685237,initial.bhinfo0166
16.0,2.0,20.0,0.0002,8905.63331424,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333669,0.78685234,initial.bhinfo0167
16.0,2.0,20.0,0.0002,9004.041139746,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333667,0.78685231,initial.bhinfo0168
16.0,2.0,20.0,0.0002,9111.351004069998,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333664,0.78685227,initial.bhinfo0169
16.0,2.0,20.0,0.0002,9231.615206418,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333662,0.78685224,initial.bhinfo0170
16.0,2.0,20.0,0.0002,9319.879193716,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.333366,0.78685221,initial.bhinfo0171
16.0,2.0,20.0,0.0002,9421.270875648,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333658,0.78685218,initial.bhinfo0172
16.0,2.0,20.0,0.0002,9565.013931192,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333655,0.78685213,initial.bhinfo0173
16.0,2.0,20.0,0.0002,9653.096778522,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333653,0.78685211,initial.bhinfo0174
16.0,2.0,20.0,0.0002,9734.860246734,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333651,0.78685208,initial.bhinfo0175
16.0,2.0,20.0,0.0002,9822.354389168,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333649,0.78685205,initial.bhinfo0176
16.0,2.0,20.0,0.0002,9906.659477556,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333648,0.78685203,initial.bhinfo0177
16.0,2.0,20.0,0.0002,10021.231922472,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333645,0.78685199,initial.bhinfo0178
16.0,2.0,20.0,0.0002,10139.725764664,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333643,0.78685196,initial.bhinfo0179
16.0,2.0,20.0,0.0002,10295.492693162,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.333364,0.78685191,initial.bhinfo0180
16.0,2.0,20.0,0.0002,10392.789621208,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333638,0.78685188,initial.bhinfo0181
16.0,2.0,20.0,0.0002,10510.596405162,0.81656126,16.421457,11.0,14.0,418113.0,1084897.0,39.691682,0.74415983,initial.bhinfo0182
16.0,2.0,20.0,0.0002,10510.596405162,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333635,0.78685184,initial.bhinfo0182
16.0,2.0,20.0,0.0002,10601.227948448,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333633,0.78685182,initial.bhinfo0183
16.0,2.0,20.0,0.0002,10715.992147002,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333631,0.78685178,initial.bhinfo0184
16.0,2.0,20.0,0.0002,10831.804976152,0.67010738,16.564119,11.0,14.0,1395419.0,1441396.0,65.581765,0.46411322,initial.bhinfo0185
16.0,2.0,20.0,0.0002,10831.804976152,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333628,0.78685174,initial.bhinfo0185
16.0,2.0,20.0,0.0002,10981.924724632,0.67010738,16.564119,11.0,14.0,1395419.0,1441396.0,60.388343,0.77020061,initial.bhinfo0186
16.0,2.0,20.0,0.0002,10981.924724632,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333625,0.7868517,initial.bhinfo0186
16.0,2.0,20.0,0.0002,11099.465459258001,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333623,0.78685166,initial.bhinfo0187
16.0,2.0,20.0,0.0002,11155.949995842,1.0186932,18.020932,11.0,14.0,394220.0,1001799.0,86.055296,0.34375623,initial.bhinfo0188
16.0,2.0,20.0,0.0002,11155.949995842,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333622,0.78685165,initial.bhinfo0188
16.0,2.0,20.0,0.0002,11223.214483256,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.333362,0.78685162,initial.bhinfo0189
16.0,2.0,20.0,0.0002,11303.709264113999,18.60998,0.57608888,14.0,11.0,154047.0,197560.0,9.0873448,0.98296766,initial.bhinfo0190
16.0,2.0,20.0,0.0002,11303.709264113999,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333618,0.7868516,initial.bhinfo0190
16.0,2.0,20.0,0.0002,11396.909315539999,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333616,0.78685157,initial.bhinfo0191
16.0,2.0,20.0,0.0002,11486.16320446,18.321405,0.905386,14.0,11.0,829609.0,884633.0,292.34183,0.75569611,initial.bhinfo0192
16.0,2.0,20.0,0.0002,11486.16320446,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333615,0.78685154,initial.bhinfo0192
16.0,2.0,20.0,0.0002,11580.068711152,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333613,0.78685152,initial.bhinfo0193
16.0,2.0,20.0,0.0002,11682.219624278,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333611,0.78685148,initial.bhinfo0194
16.0,2.0,20.0,0.0002,11798.015471556,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333608,0.78685145,initial.bhinfo0195
16.0,2.0,20.0,0.0002,11938.987651652,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333605,0.78685141,initial.bhinfo0196
16.0,2.0,20.0,0.0002,12111.132888115999,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333602,0.78685135,initial.bhinfo0197
16.0,2.0,20.0,0.0002,12197.937141999999,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.33336,0.78685133,initial.bhinfo0198
16.0,2.0,20.0,0.0002,12345.878965396,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333597,0.78685132,initial.bhinfo0199
16.0,2.0,20.0,0.0002,12562.424013782,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333592,0.78685125,initial.bhinfo0200
16.0,2.0,20.0,0.0002,12682.668403946,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333589,0.78685122,initial.bhinfo0201
16.0,2.0,20.0,0.0002,12806.193125718,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333587,0.78685118,initial.bhinfo0202
16.0,2.0,20.0,0.0002,12806.193125718,0.62889954,17.045598,11.0,14.0,154743.0,1233159.0,33.641259,0.98522057,initial.bhinfo0202
16.0,2.0,20.0,0.0002,12912.907916944,0.62889954,17.045598,11.0,14.0,154743.0,1233159.0,33.641258,0.98522057,initial.bhinfo0203
16.0,2.0,20.0,0.0002,12912.907916944,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333585,0.78685115,initial.bhinfo0203
16.0,2.0,20.0,0.0002,13003.424125016,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333583,0.78685112,initial.bhinfo0204
16.0,2.0,20.0,0.0002,13122.696303008,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.333358,0.78685108,initial.bhinfo0205
16.0,2.0,20.0,0.0002,13208.799347094,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333578,0.78685106,initial.bhinfo0206
16.0,2.0,20.0,0.0002,13380.472629032,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333575,0.786851,initial.bhinfo0207
16.0,2.0,20.0,0.0002,13583.943051134,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333571,0.78685094,initial.bhinfo0208
16.0,2.0,20.0,0.0002,13749.076897195999,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333567,0.78685089,initial.bhinfo0209
16.0,2.0,20.0,0.0002,13908.270625947998,7.5205247,1.1056226,14.0,11.0,1239448.0,1642472.0,1.3333564,0.78685084,initial.bhinfo0210
16.0,2.0,20.0,0.002,124.38607769874,41.259123,1.1621284,14.0,11.0,851941.0,251100.0,27.45412,0.52942002,initial.bhinfo0004
16.0,2.0,20.0,0.002,302.80063213724,25.807509,0.90681904,14.0,11.0,2280190.0,756282.0,31.768707,0.7833304,initial.bhinfo0018
16.0,2.0,20.0,0.002,467.0898918711,18.690697,0.79311267,14.0,11.0,457339.0,1539229.0,8.9289651,0.056473926,initial.bhinfo0028
16.0,2.0,20.0,0.002,485.33567507360004,18.690697,0.79311267,14.0,11.0,457339.0,1539229.0,8.9087768,0.063275229,initial.bhinfo0029
16.0,2.0,20.0,0.002,502.92314185646,34.434759,0.80401688,14.0,11.0,857200.0,37399.0,58.908925,0.84488916,initial.bhinfo0030
16.0,2.0,20.0,0.002,502.92314185646,18.690697,0.79311267,14.0,11.0,457339.0,1539229.0,8.9568327,0.058768886,initial.bhinfo0030
16.0,2.0,20.0,0.002,520.67271475912,18.690697,0.79311267,14.0,11.0,457339.0,1539229.0,8.9568327,0.058768886,initial.bhinfo0031
16.0,2.0,20.0,0.002,541.32400843354,18.690697,0.79311267,14.0,11.0,457339.0,1539229.0,8.9568327,0.058768886,initial.bhinfo0032
16.0,2.0,20.0,0.002,563.32617464666,18.690697,0.79311267,14.0,11.0,457339.0,1539229.0,8.9568327,0.058768886,initial.bhinfo0033
16.0,2.0,20.0,0.002,582.429740507,18.690697,0.79311267,14.0,11.0,457339.0,1539229.0,9.0164994,0.063048851,initial.bhinfo0034
16.0,2.0,20.0,0.002,1384.4530584551999,0.6156058,15.374002,11.0,14.0,32226.0,1700738.0,6.7617919,0.0,initial.bhinfo0060
16.0,2.0,20.0,0.002,1863.7825284336,0.63542098,24.270088,11.0,14.0,555544.0,1183053.0,24.529221,0.20573147,initial.bhinfo0072
16.0,2.0,20.0,0.002,2238.1580857968,14.337621,0.58569135,14.0,11.0,625532.0,1370320.0,6.644025,0.0,initial.bhinfo0081
16.0,2.0,20.0,0.002,3805.6768565367993,21.01805,0.90434588,14.0,11.0,181303.0,855576.0,22.954332,0.92418836,initial.bhinfo0109
16.0,2.0,20.0,0.002,5704.8522950148,16.841376,0.55821595,14.0,11.0,517382.0,855845.0,35.081391,0.29854843,initial.bhinfo0135
16.0,2.0,20.0,0.002,6073.9624814488,17.032771,0.82480318,14.0,11.0,532421.0,1004527.0,147.70258,0.71996075,initial.bhinfo0140
16.0,2.0,20.0,0.002,9213.845800104,1.01921,12.685726,11.0,14.0,253579.0,1065451.0,53.686229,0.63994169,initial.bhinfo0174
16.0,2.0,20.0,0.002,10545.072435634,0.55028078,17.022224,11.0,14.0,779148.0,1368005.0,39.924491,0.33263741,initial.bhinfo0186
16.0,2.0,20.0,0.02,1191.1630563438,0.85399026,14.934182,11.0,14.0,1645038.0,2553654.0,16.820513,0.98222385,initial.bhinfo0016
16.0,2.0,20.0,0.02,2521.4956670708,13.821469,0.57653177,14.0,11.0,111187.0,238629.0,1.23326,0.23060867,initial.bhinfo0043
16.0,2.0,20.0,0.02,3924.1202484174,7.4305121,0.47410761,14.0,11.0,118226.0,122895.0,0.0045981995,1.5903565e-07,initial.bhinfo0065
16.0,2.0,20.0,0.02,4003.7056500297995,7.4927316,0.016583602,14.0,11.0,118226.0,122895.0,0.0035522893,0.0,initial.bhinfo0066
16.0,2.0,20.0,0.02,4074.7478256279996,7.4954152,0.013899995,14.0,11.0,118226.0,122895.0,0.004011963,0.0,initial.bhinfo0067
16.0,2.0,20.0,0.02,4116.863858797199,7.496318,0.012997254,14.0,11.0,118226.0,122895.0,0.0042015771,0.0,initial.bhinfo0068
16.0,2.0,20.0,0.02,4217.3890407104,0.98466256,7.4308277,11.0,14.0,152088.0,1835622.0,0.29297916,0.87975067,initial.bhinfo0069
16.0,2.0,20.0,0.02,4217.3890407104,7.4977129,0.011602353,14.0,11.0,118226.0,122895.0,0.0045421847,0.0,initial.bhinfo0069
16.0,2.0,20.0,0.02,4278.7804892088,7.4982918,0.01102343,14.0,11.0,118226.0,122895.0,0.0047044172,0.0,initial.bhinfo0070
16.0,2.0,20.0,0.02,4278.7804892088,0.98466256,7.4308277,11.0,14.0,152088.0,1835622.0,0.29290272,0.87972069,initial.bhinfo0070
16.0,2.0,20.0,0.02,4327.7133995878,7.4986683,0.010646959,14.0,11.0,118226.0,122895.0,0.0048177645,0.0,initial.bhinfo0071
16.0,2.0,20.0,0.02,4327.7133995878,0.98466256,7.4308277,11.0,14.0,152088.0,1835622.0,0.29284179,0.87969678,initial.bhinfo0071
16.0,2.0,20.0,0.02,4411.843999241,7.499196,0.010119189,14.0,11.0,118226.0,122895.0,0.0049884259,0.0,initial.bhinfo0072
16.0,2.0,20.0,0.02,4411.843999241,0.98466256,7.4308277,11.0,14.0,152088.0,1835622.0,0.29273705,0.87965566,initial.bhinfo0072
16.0,2.0,20.0,0.02,4473.387010947,0.98466256,7.4308277,11.0,14.0,152088.0,1835622.0,0.29269177,0.81668293,initial.bhinfo0073
16.0,2.0,20.0,0.02,4473.387010947,7.4995135,0.0098017051,14.0,11.0,118226.0,122895.0,0.005098431,0.0,initial.bhinfo0073
16.0,2.0,20.0,0.02,4546.1736493463995,7.4998351,0.0094801011,14.0,11.0,118226.0,122895.0,0.0052160966,6.1378976e-07,initial.bhinfo0074
16.0,2.0,20.0,0.02,4642.774391398199,7.5001948,0.009120425,14.0,11.0,118226.0,122895.0,0.0053558521,5.6592429e-07,initial.bhinfo0075
16.0,2.0,20.0,0.02,4751.6290400118,7.5005329,0.0087823396,14.0,11.0,118226.0,122895.0,0.0054958721,5.2275768e-07,initial.bhinfo0076
16.0,2.0,20.0,0.02,4831.6177610842,7.5007472,0.008568025,14.0,11.0,118226.0,122895.0,0.005589385,4.9630908e-07,initial.bhinfo0077
16.0,2.0,20.0,0.02,4886.4612120128,7.5008807,0.0084344824,14.0,11.0,118226.0,122895.0,0.005649654,4.8018715e-07,initial.bhinfo0078
16.0,2.0,20.0,0.02,4933.2250420328,7.5009872,0.0083280247,14.0,11.0,118226.0,122895.0,0.0056988523,4.6753208e-07,initial.bhinfo0079
16.0,2.0,20.0,0.02,4977.246795029399,7.5010818,0.008233379,14.0,11.0,118226.0,122895.0,0.0057434819,4.5642785e-07,initial.bhinfo0080
16.0,2.0,20.0,0.02,5032.5104057744,7.5011938,0.0081214336,14.0,11.0,118226.0,122895.0,0.0057973874,4.4347205e-07,initial.bhinfo0081
16.0,2.0,20.0,0.02,5089.6593581004,7.5013023,0.0080128788,14.0,11.0,118226.0,122895.0,0.0058508481,1.1605103e-06,initial.bhinfo0082
16.0,2.0,20.0,0.02,5138.0770809376,7.5013892,0.0079260574,14.0,11.0,118226.0,122895.0,0.005894498,1.1342104e-06,initial.bhinfo0083
16.0,2.0,20.0,0.02,5181.2055874669995,7.5014629,0.0078523431,14.0,11.0,118226.0,122895.0,0.0059321865,1.1121248e-06,initial.bhinfo0084
16.0,2.0,20.0,0.02,5223.1892327924,7.5015316,0.0077836041,14.0,11.0,118226.0,122895.0,0.0059678661,1.091732e-06,initial.bhinfo0085
16.0,2.0,20.0,0.02,5268.4234914498,7.5016026,0.0077126274,14.0,11.0,118226.0,122895.0,0.006005263,1.0708801e-06,initial.bhinfo0086
16.0,2.0,20.0,0.02,5331.3842771944,7.5016965,0.0076187244,14.0,11.0,118226.0,122895.0,0.0060556312,1.0436126e-06,initial.bhinfo0087
16.0,2.0,20.0,0.02,5373.445331552999,7.5017563,0.0075589107,14.0,11.0,118226.0,122895.0,0.0060882581,1.0264338e-06,initial.bhinfo0088
16.0,2.0,20.0,0.02,5409.4920436694,7.5018058,0.0075093745,14.0,11.0,118226.0,122895.0,0.0061156068,1.0123185e-06,initial.bhinfo0089
16.0,2.0,20.0,0.02,5495.5567370277995,7.5019182,0.0073970235,14.0,11.0,118226.0,122895.0,0.0061787661,9.8067927e-07,initial.bhinfo0090
16.0,2.0,20.0,0.02,5556.4343423826,7.5019931,0.0073221591,14.0,11.0,118226.0,122895.0,0.0062217483,9.5988557e-07,initial.bhinfo0091
16.0,2.0,20.0,0.02,5583.966909940599,7.5020258,0.0072894535,14.0,11.0,118226.0,122895.0,0.0062407568,9.5087403e-07,initial.bhinfo0092
16.0,2.0,20.0,0.02,5632.8192271853995,7.5020821,0.0072330812,14.0,11.0,118226.0,122895.0,0.0062738567,9.3544488e-07,initial.bhinfo0093
16.0,2.0,20.0,0.02,5695.4192896656,7.5021515,0.0071637599,14.0,11.0,118226.0,122895.0,0.006315155,9.1665094e-07,initial.bhinfo0094
16.0,2.0,20.0,0.02,5771.7616490306,7.5022319,0.0070833075,14.0,11.0,118226.0,122895.0,0.0063639291,8.9508703e-07,initial.bhinfo0095
16.0,2.0,20.0,0.02,5841.6596710028,7.502302,0.0070132557,14.0,11.0,118226.0,122895.0,0.0064071572,8.7652759e-07,initial.bhinfo0096
16.0,2.0,20.0,0.02,5891.072036234599,7.5023496,0.0069656579,14.0,11.0,118226.0,122895.0,0.0064369428,8.6403214e-07,initial.bhinfo0097
16.0,2.0,20.0,0.02,5959.867297893799,7.5024134,0.0069018545,14.0,11.0,118226.0,122895.0,0.0064774066,8.4742831e-07,initial.bhinfo0098
16.0,2.0,20.0,0.02,6023.8119000896,7.5024703,0.0068449474,14.0,11.0,118226.0,122895.0,0.0065140203,1.0502189e-06,initial.bhinfo0099
16.0,2.0,20.0,0.02,6088.7197989746,7.5025258,0.0067893873,14.0,11.0,118226.0,122895.0,0.0065502716,1.0323209e-06,initial.bhinfo0100
16.0,2.0,20.0,0.02,6157.8048845826,7.5025827,0.0067325257,14.0,11.0,118226.0,122895.0,0.0065878863,1.0141684e-06,initial.bhinfo0101
16.0,2.0,20.0,0.02,6230.6497566514,7.5026403,0.0066749343,14.0,11.0,118226.0,122895.0,0.0066265273,9.9595295e-07,initial.bhinfo0102
16.0,2.0,20.0,0.02,6291.3252777294,7.5026865,0.0066286955,14.0,11.0,118226.0,122895.0,0.006657956,9.8145213e-07,initial.bhinfo0103
16.0,2.0,20.0,0.02,6351.4903520381995,7.5027309,0.0065843048,14.0,11.0,118226.0,122895.0,0.0066884746,9.676347e-07,initial.bhinfo0104
16.0,2.0,20.0,0.02,6413.2505194324,7.502775,0.0065401662,14.0,11.0,118226.0,122895.0,0.0067191649,2.621277e-06,initial.bhinfo0105
16.0,2.0,20.0,0.02,6521.1285688904,7.5028489,0.0064662971,14.0,11.0,118226.0,122895.0,0.0067713022,2.5591796e-06,initial.bhinfo0106
16.0,2.0,20.0,0.02,6586.7267808722,7.502892,0.0064232479,14.0,11.0,118226.0,122895.0,0.0068021391,8.6692392e-06,initial.bhinfo0107
16.0,2.0,20.0,0.02,6674.193893826599,7.5029473,0.0063678947,14.0,11.0,118226.0,122895.0,0.0068423175,8.5122846e-06,initial.bhinfo0108
16.0,2.0,20.0,0.02,6794.2263643795995,7.5030197,0.0062954632,14.0,11.0,118226.0,122895.0,0.0068957775,8.3091456e-06,initial.bhinfo0109
16.0,2.0,20.0,0.02,6869.0495537786,7.503063,0.0062522266,14.0,11.0,118226.0,122895.0,0.0069281806,8.1890986e-06,initial.bhinfo0110
16.0,2.0,20.0,0.02,6950.6170228845995,7.5031086,0.0062066503,14.0,11.0,118226.0,122895.0,0.0069627442,8.0635375e-06,initial.bhinfo0111
16.0,2.0,20.0,0.02,7017.044728555799,7.5031445,0.0061706679,14.0,11.0,118226.0,122895.0,0.0069903328,7.965119e-06,initial.bhinfo0112
16.0,2.0,20.0,0.02,7082.931490845999,7.5031793,0.0061359325,14.0,11.0,118226.0,122895.0,0.007017221,7.8707072e-06,initial.bhinfo0113
16.0,2.0,20.0,0.02,7166.453290388,7.503222,0.0060931961,14.0,11.0,118226.0,122895.0,0.0070506535,7.7553508e-06,initial.bhinfo0114
16.0,2.0,20.0,0.02,7226.082303604,7.5032517,0.0060635288,14.0,11.0,118226.0,122895.0,0.0070740931,7.675792e-06,initial.bhinfo0115
16.0,2.0,20.0,0.02,7315.116135766,7.5032947,0.0060204725,14.0,11.0,118226.0,122895.0,0.0071084538,7.5610861e-06,initial.bhinfo0116
16.0,2.0,20.0,0.02,7397.368540375999,7.5033333,0.0059819489,14.0,11.0,118226.0,122895.0,0.0071395467,7.4592169e-06,initial.bhinfo0117
16.0,2.0,20.0,0.02,7469.82311242,7.5033663,0.0059489593,14.0,11.0,118226.0,122895.0,0.00716644,7.3725522e-06,initial.bhinfo0118
16.0,2.0,20.0,0.02,7560.461731485999,7.5034063,0.0059088719,14.0,11.0,118226.0,122895.0,0.0071994564,7.2679502e-06,initial.bhinfo0119
16.0,2.0,20.0,0.02,7631.151603998001,7.5034367,0.0058784758,14.0,11.0,118226.0,122895.0,0.0072247412,7.1891543e-06,initial.bhinfo0120
16.0,2.0,20.0,0.02,7715.272014528,7.503472,0.005843247,14.0,11.0,118226.0,122895.0,0.0072543205,7.0983895e-06,initial.bhinfo0121
16.0,2.0,20.0,0.02,7809.235542616,7.5035102,0.0058050479,14.0,11.0,118226.0,122895.0,0.007286732,7.0006496e-06,initial.bhinfo0122
16.0,2.0,20.0,0.02,7908.238441219999,7.5035492,0.0057660457,14.0,11.0,118226.0,122895.0,0.0073201943,6.901582e-06,initial.bhinfo0123
16.0,2.0,20.0,0.02,7991.376733486,7.503581,0.0057342294,14.0,11.0,118226.0,122895.0,0.0073477725,6.8213109e-06,initial.bhinfo0124
16.0,2.0,20.0,0.02,8063.55181222,7.5036079,0.0057072693,14.0,11.0,118226.0,122895.0,0.0073713421,6.753674e-06,initial.bhinfo0125
