N,rv,rg,z,t_snapshot[myr],id,m[MSUN],r,vr,vt,E,J,binflag,m0[MSUN],m1[MSUN],id0,id1,a[AU],e,startype,luminosity[LSUN],radius[RSUN],bin_startype0,bin_startype1,bin_star_lum0[LSUN],bin_star_lum1[LSUN],bin_star_radius0[RSUN],bin_star_radius1[RSUN],bin.Eb,eta,star.phi,rad0,rad1,tb,lum0,lum1,massc0,massc1,radc0,radc1,menv0,menv1,renv0,renv1,tms0,tms1,dmdt0,dmdt1,radrol0,radrol1,ospin0,ospin1,B0,B1,formation0,formation1,bacc0,bacc1,tacc0,tacc1,mass0_0,mass0_1,epoch0,epoch1,ospin,B,formation
16.0,0.5,20.0,0.02,0,1103901.0,2.6658553,1.1542439,-0.22336008,0.28614048,-0.72242415,0.3302759,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,50.571942,1.856386,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.788307201141,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4610.82,0.0,0.0
16.0,0.5,20.0,0.02,0,1106421.0,2.1322107,1.15771,-0.018654912,0.73275654,-0.51786786,0.84831957,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,20.684292,1.6573529,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.786507933914,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3837.16,0.0,0.0
16.0,0.5,20.0,0.02,0,1109924.0,3.1758206,1.1626607,0.43389895,0.067158086,-0.68755979,0.078082064,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,99.463242,2.0421545,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.783949048287,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4820.07,0.0,0.0
16.0,0.5,20.0,0.02,0,1114737.0,3.1840972,1.1697222,0.065077172,0.8183777,-0.44333438,0.9572746,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,100.45432,2.0450928,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.780322933594,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4820.65,0.0,0.0
16.0,0.5,20.0,0.02,0,1124657.0,2.4288766,1.1838065,0.38070178,0.54524989,-0.55205718,0.64547037,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,34.999985,1.7676368,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.773172826355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4353.96,0.0,0.0
16.0,0.5,20.0,0.02,0,1125699.0,1.8446424,1.1853114,0.34781074,0.61366175,-0.52363879,0.72738028,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,11.330102,1.5580617,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.77241531516,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3113.57,0.0,0.0
16.0,0.5,20.0,0.02,0,1125866.0,1.3295098,1.1855407,-0.55137169,0.26044695,-0.58637835,0.30877045,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,2.6854971,1.3055264,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.772300028368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1660.42,0.0,0.0
16.0,0.5,20.0,0.02,0,1127608.0,1.569935,1.1881144,0.014507166,0.40772217,-0.68778391,0.4844206,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,5.6596175,1.4681748,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.771007824831,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2287.56,0.0,0.0
16.0,0.5,20.0,0.02,0,1127884.0,2.7913099,1.1885529,-0.59875435,0.43162124,-0.49838627,0.51300467,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,60.52101,1.9028916,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.770788099146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4699.87,0.0,0.0
16.0,0.5,20.0,0.02,0,1132338.0,2.6643011,1.1950798,0.038144049,0.56477848,-0.60731445,0.67495536,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,50.456434,1.8558071,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.767529300702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4609.53,0.0,0.0
16.0,0.5,20.0,0.02,0,1134463.0,2.8708371,1.1981533,-0.24761199,0.50769767,-0.60646853,0.60829963,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,67.492754,1.9321222,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.766002843549,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4741.99,0.0,0.0
16.0,0.5,20.0,0.02,0,1138080.0,2.6836215,1.2035356,-0.50975227,0.47742886,-0.51944895,0.57460261,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,51.905513,1.8629983,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.763341791579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4625.24,0.0,0.0
16.0,0.5,20.0,0.02,0,1138099.0,2.2116772,1.2035694,-0.036330066,0.75742713,-0.47581725,0.91161612,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,24.010446,1.6865035,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.76332511919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3998.66,0.0,0.0
16.0,0.5,20.0,0.02,0,1146691.0,2.4046581,1.2166374,0.20007688,0.66225266,-0.51762397,0.80572134,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,33.62789,1.7585434,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.756928639638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4320.36,0.0,0.0
16.0,0.5,20.0,0.02,0,1153764.0,2.8814898,1.2272664,-0.24228971,0.027634621,-0.72206091,0.03391504,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,68.467364,1.9360217,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.751794901531,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4746.86,0.0,0.0
16.0,0.5,20.0,0.02,0,1153867.0,3.2733784,1.2274031,-0.047880833,0.49881006,-0.62617724,0.61224099,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,111.5869,2.0766277,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.75172926736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4822.7,0.0,0.0
16.0,0.5,20.0,0.02,0,1160292.0,3.6470839,1.237225,0.46277747,0.25609908,-0.60716369,0.31685219,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,167.58659,2.2054745,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.747038549106,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4765.38,0.0,0.0
16.0,0.5,20.0,0.02,0,1162702.0,2.8523056,1.2409496,0.15972797,0.56653711,-0.57203336,0.70304403,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,65.820512,1.9253296,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.745272019188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4733.1,0.0,0.0
16.0,0.5,20.0,0.02,0,1168756.0,2.178101,1.2505377,0.18066339,0.64816245,-0.51437885,0.81055161,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,22.562397,1.6741309,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.740755757741,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3932.53,0.0,0.0
16.0,0.5,20.0,0.02,0,1186744.0,3.5265516,1.2793147,0.26440567,0.3611237,-0.62730746,0.46199085,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,147.78578,2.1644607,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.727467807602,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4793.42,0.0,0.0
16.0,0.5,20.0,0.02,0,1188482.0,3.1379652,1.2821295,-0.25962923,0.61646186,-0.50247352,0.79038391,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,95.016991,2.0286826,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.726189798962,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4816.51,0.0,0.0
16.0,0.5,20.0,0.02,0,1192572.0,2.9879886,1.2888459,0.066657332,0.69974235,-0.47611463,0.90186006,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,78.758425,1.9747877,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.723155905941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4786.29,0.0,0.0
16.0,0.5,20.0,0.02,0,1195165.0,1.9640141,1.2932043,0.46978616,0.24431176,-0.58100528,0.31594503,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,14.736625,1.5977785,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.721198914425,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3439.04,0.0,0.0
16.0,0.5,20.0,0.02,0,1196816.0,1.0488103,1.2960948,-0.040305773,0.34531147,-0.659474,0.44755639,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,0.87874553,0.94114326,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.719906283386,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1150.25,0.0,0.0
16.0,0.5,20.0,0.02,0,1197143.0,2.5818536,1.2966018,0.00065595006,0.80807568,-0.39318656,1.0477524,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,44.590029,1.8250229,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.719679929726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4533.96,0.0,0.0
16.0,0.5,20.0,0.02,0,1197603.0,2.0063125,1.297392,-0.31585423,0.77936114,-0.36574356,1.0111369,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,16.100187,1.6124111,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.719327401984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3546.17,0.0,0.0
16.0,0.5,20.0,0.02,0,1203576.0,4.0277565,1.3074313,-0.021594639,0.2945399,-0.67126433,0.38509069,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,242.11369,2.3318241,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-0.714874373185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4638.7,0.0,0.0
